Devices
1000
,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,Combined Force,,,Combined Moment,,,Combined CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
128,0,-0.0841693,-1.01425,-710.754,-5364.7,18544.9,-198.153,258.092,261.548,0,-0.0841693,-1.01425,-710.754,-185869,184888,-414.149,258.092,261.548,0
128,1,-0.0909493,-1.12551,-710.573,-5106.54,18823.4,-197.612,258.49,261.187,0,-0.0909493,-1.12551,-710.573,-185570,185124,-437.925,258.49,261.187,0
128,2,-0.0865714,-0.901239,-711.072,-5140.67,18531.4,-197.34,258.061,261.229,0,-0.0865714,-0.901239,-711.072,-185721,184949,-386.278,258.061,261.229,0
128,3,-0.0860199,-0.757272,-711.304,-5111.26,18536.8,-196.819,258.06,261.186,0,-0.0860199,-0.757272,-711.304,-185744,185009,-352.204,258.06,261.186,0
128,4,-0.0845821,-0.646285,-711.077,-5144.11,18517.3,-196.454,258.041,261.234,0,-0.0845821,-0.646285,-711.077,-185714,184936,-326.23,258.041,261.234,0
128,5,-0.0884944,-1.25372,-710.009,-5151.21,18476.2,-198.378,258.022,261.255,0,-0.0884944,-1.25372,-710.009,-185477,184645,-469.32,258.022,261.255,0
128,6,-0.0869287,-0.94463,-710.521,-5133.29,18524.6,-197.329,258.072,261.225,0,-0.0869287,-0.94463,-710.521,-185575,184813,-396.331,258.072,261.225,0
128,7,-0.0845897,-0.909948,-710.426,-5193.36,18370.4,-197.478,257.858,261.31,0,-0.0845897,-0.909948,-710.426,-185610,184637,-388.958,257.858,261.31,0
128,8,-0.093667,-0.756124,-709.915,-5087.73,19478.1,-195.373,259.437,261.167,0,-0.093667,-0.756124,-709.915,-185367,185625,-348.548,259.437,261.167,0
128,9,-0.0965848,-1.03737,-710.971,-5126.24,19664.7,-196.568,259.659,261.21,0,-0.0965848,-1.03737,-710.971,-185686,186059,-414.822,259.659,261.21,0
129,0,-0.0877967,-1.00006,-711.388,-5079.67,18481.3,-197.695,257.979,261.141,0,-0.0877967,-1.00006,-711.388,-185744,184973,-409.45,257.979,261.141,0
129,1,-0.0863427,-1.01092,-710.747,-5169.05,18455.7,-197.784,257.967,261.273,0,-0.0863427,-1.01092,-710.747,-185671,184797,-412.45,257.967,261.273,0
129,2,-0.0879592,-1.07629,-709.921,-5115.68,18503.5,-197.61,258.064,261.206,0,-0.0879592,-1.07629,-709.921,-185411,184652,-427.164,258.064,261.206,0
129,3,-0.0878284,-1.04427,-710.747,-5114.14,18511.5,-197.718,258.045,261.195,0,-0.0878284,-1.04427,-710.747,-185618,184853,-419.811,258.045,261.195,0
129,4,-0.0903862,-1.02755,-710.351,-5157.87,18939.2,-197.195,258.662,261.261,0,-0.0903862,-1.02755,-710.351,-185560,185188,-414.725,258.662,261.261,0
129,5,-0.108797,-4.15813,-710.594,-5202.06,18504.6,-208.997,258.041,261.321,0,-0.108797,-4.15813,-710.594,-185805,184811,-1154.51,258.041,261.321,0
129,6,-0.0819989,-0.746976,-710.939,-5330.71,18447.4,-197.276,257.948,261.498,0,-0.0819989,-0.746976,-710.939,-185870,184834,-351.273,257.948,261.498,0
129,7,-0.0870742,-1.14463,-711.569,-5169.95,18426.5,-198.527,257.896,261.266,0,-0.0870742,-1.14463,-711.569,-185887,184960,-444.3,257.896,261.266,0
129,8,-0.0894374,-1.47929,-711.979,-5220.67,18517.2,-199.859,258.008,261.333,0,-0.0894374,-1.47929,-711.979,-186056,185147,-523.351,258.008,261.333,0
129,9,-0.0881632,-1.06494,-710.241,-5082.63,18476.7,-197.613,258.015,261.156,0,-0.0881632,-1.06494,-710.241,-185459,184700,-424.458,258.015,261.156,0
130,0,-0.0839288,-0.963104,-710.328,-5182.43,18216.1,-197.778,257.645,261.296,0,-0.0839288,-0.963104,-710.328,-185576,184459,-401.866,257.645,261.296,0
130,1,-0.0869352,-1.02185,-710.61,-5146.08,18478.4,-197.707,258.004,261.242,0,-0.0869352,-1.02185,-710.61,-185614,184788,-414.781,258.004,261.242,0
130,2,-0.0862701,-0.999924,-710.565,-5177.86,18473.6,-197.694,257.999,261.287,0,-0.0862701,-0.999924,-710.565,-185633,184772,-409.805,257.998,261.287,0
130,3,-0.0865873,-0.911724,-710.934,-5131.93,18507.5,-197.343,258.033,261.219,0,-0.0865873,-0.911724,-710.934,-185677,184893,-388.731,258.033,261.219,0
130,4,-0.0892397,-1.12269,-710.52,-5107.6,18608.6,-197.816,258.19,261.189,0,-0.0892397,-1.12269,-710.52,-185557,184897,-437.903,258.19,261.189,0
130,5,-0.0858256,-0.976301,-710.196,-5163.29,18411.4,-197.538,257.924,261.27,0,-0.0858256,-0.976301,-710.196,-185524,184624,-404.232,257.924,261.27,0
130,6,-0.0872299,-1.0214,-710.152,-5136.7,18499.8,-197.532,258.051,261.233,0,-0.0872299,-1.0214,-710.152,-185488,184702,-414.424,258.051,261.233,0
130,7,-0.0847797,-0.92155,-710.061,-5216.93,18429.6,-197.408,257.955,261.347,0,-0.0847797,-0.92155,-710.061,-185541,184610,-391.554,257.955,261.347,0
130,8,-0.0836748,-0.61069,-710.021,-5147.91,18443,-196.114,257.975,261.25,0,-0.0836748,-0.61069,-710.021,-185448,184614,-317.791,257.975,261.25,0
130,9,-0.0880531,-1.11063,-711.02,-5112.38,18475.4,-198.066,257.984,261.19,0,-0.0880531,-1.11063,-711.02,-185688,184881,-435.634,257.984,261.19,0
131,0,-0.086031,-1.09921,-710.561,-5210.33,18413.1,-198.186,257.914,261.333,0,-0.086031,-1.09921,-710.561,-185669,184711,-433.594,257.914,261.333,0
131,1,-0.0861631,-1.01092,-710.473,-5187.7,18468.6,-197.735,257.995,261.302,0,-0.0861631,-1.01092,-710.473,-185620,184746,-412.447,257.995,261.302,0
131,2,-0.0857554,-0.922123,-710.657,-5165.37,18455.2,-197.434,257.969,261.268,0,-0.0857554,-0.922123,-710.657,-185641,184776,-391.467,257.969,261.268,0
131,3,-0.0850317,-0.998741,-710.196,-5215.68,18388.2,-197.762,257.892,261.344,0,-0.0850317,-0.998741,-710.196,-185578,184601,-409.91,257.892,261.344,0
131,4,-0.0851714,-0.977704,-710.336,-5228.44,18449.5,-197.692,257.973,261.361,0,-0.0851714,-0.977704,-710.336,-185625,184695,-404.881,257.973,261.361,0
131,5,-0.0845948,-0.997056,-710.557,-5174.26,18254.3,-197.905,257.69,261.282,0,-0.0845948,-0.997056,-710.557,-185628,184551,-409.77,257.69,261.282,0
131,6,-0.0849754,-0.900735,-711.162,-5197.16,18434,-197.596,257.921,261.308,0,-0.0849754,-0.900735,-711.162,-185800,184872,-386.822,257.921,261.308,0
131,7,-0.0848582,-1.01068,-710.655,-5234.74,18390.2,-197.977,257.878,261.366,0,-0.0848582,-1.01068,-710.655,-185714,184710,-412.964,257.878,261.366,0
131,8,-0.0899236,-1.08899,-713.262,-4948.01,18418.7,-198.308,257.823,260.937,0,-0.0899236,-1.08899,-713.262,-186092,185349,-430.336,257.823,260.937,0
131,9,-0.0901213,-0.985436,-710.33,-4906.68,18467.2,-196.961,257.998,260.908,0,-0.0901213,-0.985436,-710.33,-185302,184711,-404.703,257.998,260.908,0
132,0,-0.0838386,-0.766476,-710.293,-5201.13,18421,-196.893,257.934,261.323,0,-0.0838386,-0.766476,-710.293,-185577,184656,-354.986,257.934,261.323,0
132,1,-0.0847845,-1.02242,-711.204,-5239.86,18378.5,-198.199,257.841,261.368,0,-0.0847845,-1.02242,-711.204,-185859,184827,-415.951,257.841,261.368,0
132,2,-0.0848471,-0.966312,-710.656,-5218.84,18399.4,-197.772,257.891,261.344,0,-0.0848471,-0.966312,-710.656,-185696,184719,-402.378,257.891,261.344,0
132,3,-0.0829793,-0.765963,-710.337,-5224.79,18356,-197.027,257.841,261.355,0,-0.0829793,-0.765963,-710.337,-185612,184601,-355.218,257.841,261.355,0
132,4,-0.0863494,-1.2103,-710.88,-5229.04,18386.6,-198.744,257.865,261.356,0,-0.0863494,-1.2103,-710.88,-185774,184759,-460.07,257.865,261.356,0
132,5,-0.0871405,-1.27611,-710.283,-5217.79,18407.5,-198.761,257.916,261.346,0,-0.0871405,-1.27611,-710.283,-185614,184640,-475.286,257.916,261.346,0
132,6,-0.0859534,-1.39858,-710.052,-5339.79,18374.4,-199.448,257.878,261.52,0,-0.0859534,-1.39858,-710.052,-185683,184553,-504.938,257.878,261.52,0
132,7,-0.0842179,-0.998525,-710.286,-5243.93,18337.4,-197.906,257.817,261.383,0,-0.0842179,-0.998525,-710.286,-185629,184571,-410.21,257.817,261.383,0
132,8,-0.0847431,-1.25407,-709.688,-5347.87,18368.2,-198.854,257.882,261.536,0,-0.0847431,-1.25407,-709.688,-185592,184462,-470.83,257.882,261.536,0
132,9,-0.057648,-1.17651,-710.692,-7168.81,18415,-202.99,257.911,264.087,0,-0.057648,-1.17651,-710.692,-187665,184742,-463.693,257.911,264.087,0
133,0,-0.0876042,-1.15823,-710.707,-5253.52,18642.5,-198.295,258.231,261.392,0,-0.0876042,-1.15823,-710.707,-185752,184974,-447.115,258.231,261.392,0
133,1,-0.0844685,-1.02165,-710.517,-5258.64,18375.7,-198.047,257.862,261.401,0,-0.0844685,-1.02165,-710.517,-185703,184663,-415.7,257.862,261.401,0
133,2,-0.0843144,-1.0654,-710.24,-5274.68,18346.7,-198.192,257.832,261.427,0,-0.0843144,-1.0654,-710.24,-185651,184569,-426.121,257.832,261.427,0
133,3,-0.0840957,-1.05513,-710.425,-5297.41,18370.8,-198.234,257.859,261.457,0,-0.0840957,-1.05513,-710.425,-185720,184637,-423.817,257.859,261.457,0
133,4,-0.11257,-0.844809,-711.44,-3244.75,18321.9,-193.115,257.753,258.561,0,-0.11257,-0.844809,-711.44,-183916,184827,-362.246,257.753,258.561,0
133,5,-0.0840836,-1.0335,-711.158,-5277.81,18350.4,-198.342,257.804,261.421,0,-0.0840836,-1.0335,-711.158,-185885,184788,-418.864,257.804,261.421,0
133,6,-0.0857964,-1.23188,-710.055,-5276.77,18388.1,-198.695,257.897,261.432,0,-0.0857964,-1.23188,-710.055,-185613,184567,-465.211,257.897,261.432,0
133,7,-0.111044,-5.34821,-705.479,-5505.89,18285.2,-212.72,257.919,261.805,0,-0.111044,-5.34821,-705.479,-184862,183395,-1436.18,257.919,261.805,0
133,8,-0.0838715,-1.16907,-712.943,-5339.32,18311.3,-199.515,257.684,261.489,0,-0.0838715,-1.16907,-712.943,-186406,185167,-451.819,257.684,261.489,0
133,9,-0.083093,-1.04265,-710.01,-5316.08,18289.9,-198.2,257.76,261.487,0,-0.083093,-1.04265,-710.01,-185633,184459,-421.117,257.76,261.487,0
134,0,-0.0831127,-0.741045,-709.143,-5177.57,18309,-196.54,257.818,261.301,0,-0.0831127,-0.741045,-709.143,-185261,184275,-348.866,257.818,261.301,0
134,1,-0.0836528,-1.04842,-713.817,-5310.64,18338,-199.238,257.69,261.44,0,-0.0836528,-1.04842,-713.817,-186594,185398,-423.362,257.69,261.44,0
134,2,-0.0835262,-0.98923,-712.027,-5257.51,18279.2,-198.459,257.672,261.384,0,-0.0835262,-0.98923,-712.027,-186084,184920,-408.763,257.672,261.384,0
134,3,-0.0840509,-1.1353,-712.44,-5323.87,18337.2,-199.189,257.739,261.473,0,-0.0840509,-1.1353,-712.44,-186262,185075,-443.545,257.739,261.473,0
134,4,-0.084452,-0.944645,-711.708,-5204.06,18338.3,-198.024,257.767,261.312,0,-0.084452,-0.944645,-711.708,-185947,184905,-397.659,257.767,261.312,0
134,5,-0.0834223,-0.978383,-711.754,-5275.61,18310.8,-198.351,257.726,261.412,0,-0.0834223,-0.978383,-711.754,-186032,184888,-406.143,257.726,261.412,0
134,6,-0.0840335,-1.13236,-710.605,-5310.23,18315.7,-198.649,257.775,261.473,0,-0.0840335,-1.13236,-710.605,-185782,184624,-442.322,257.775,261.473,0
134,7,-0.0790981,-0.624286,-710.71,-5410.22,18339.3,-197.07,257.804,261.612,0,-0.0790981,-0.624286,-710.71,-185886,184672,-323.09,257.804,261.612,0
134,8,-0.0854789,-1.11302,-709.699,-5350.08,18596.7,-198.117,258.204,261.539,0,-0.0854789,-1.11302,-709.699,-185591,184693,-436.896,258.204,261.539,0
134,9,-0.0837432,-1.37645,-710.509,-5418.73,18259.9,-199.8,257.7,261.627,0,-0.0837432,-1.37645,-710.509,-185877,184545,-500.672,257.7,261.627,0
135,0,-0.0824376,-1.27829,-710.423,-5493.63,18325,-199.529,257.794,261.733,0,-0.0824376,-1.27829,-710.423,-185925,184590,-477.759,257.794,261.733,0
135,1,-0.082277,-0.910118,-710.425,-5305.82,18286.7,-197.825,257.741,261.469,0,-0.082277,-0.910118,-710.425,-185722,184553,-389.932,257.741,261.469,0
135,2,-0.0822137,-1.02987,-709.092,-5339.36,18234.9,-198.005,257.716,261.53,0,-0.0822137,-1.02987,-709.092,-185422,184189,-418.154,257.716,261.53,0
135,3,-0.0726363,-1.15043,-710.343,-6053.39,18246.9,-200.416,257.687,262.522,0,-0.0726363,-1.15043,-710.343,-186459,184493,-451.212,257.687,262.522,0
135,4,-0.0822529,-0.977358,-710.928,-5331.95,18270.3,-198.285,257.699,261.5,0,-0.0822529,-0.977358,-710.928,-185879,184654,-406.134,257.699,261.5,0
135,5,-0.0829489,-1.18839,-711.108,-5378.14,18252.7,-199.214,257.668,261.563,0,-0.0829489,-1.18839,-711.108,-185980,184678,-456.274,257.668,261.563,0
135,6,-0.0844166,-1.18708,-711.151,-5270.82,18238.5,-198.99,257.647,261.412,0,-0.0844166,-1.18708,-711.151,-185883,184674,-455.371,257.647,261.412,0
135,7,-0.0814418,-1.16416,-710.673,-5710.71,18713.7,-199.28,258.332,262.036,0,-0.0814418,-1.16416,-710.673,-186201,185037,-451.054,258.332,262.036,0
135,8,-0.0824627,-1.03253,-710.561,-5348.28,18278.2,-198.407,257.724,261.527,0,-0.0824627,-1.03253,-710.561,-185804,184576,-419.115,257.724,261.527,0
135,9,-0.080476,-0.910021,-709.967,-5404.14,18243.2,-197.966,257.696,261.612,0,-0.080476,-0.910021,-709.967,-185704,184402,-390.507,257.696,261.612,0
136,0,-0.117235,-6.15295,-710.233,-5505.6,18328.6,-216.895,257.807,261.752,0,-0.117235,-6.15295,-710.233,-186105,184551,-1627.12,257.807,261.752,0
136,1,-0.0826343,-1.11039,-710.926,-5360.93,18251.8,-198.845,257.673,261.541,0,-0.0826343,-1.11039,-710.926,-185913,184635,-437.73,257.673,261.541,0
136,2,-0.0830316,-1.17486,-710.417,-5326.77,18179.7,-198.928,257.59,261.498,0,-0.0830316,-1.17486,-710.417,-185752,184444,-452.801,257.59,261.498,0
136,3,-0.0811742,-1.02091,-710.285,-5399.49,18221.3,-198.465,257.653,261.602,0,-0.0811742,-1.02091,-710.285,-185785,184454,-416.781,257.653,261.602,0
136,4,-0.0816951,-1.26528,-709.779,-5493.66,18243,-199.386,257.702,261.74,0,-0.0816951,-1.26528,-709.779,-185761,184358,-474.759,257.702,261.74,0
136,5,-0.0813912,-0.810761,-710.52,-5320.3,18291.7,-197.525,257.744,261.488,0,-0.0813912,-0.810761,-710.52,-185756,184580,-366.604,257.744,261.488,0
136,6,-0.0817337,-0.898766,-710.059,-5333.45,18280.7,-197.75,257.745,261.511,0,-0.0817337,-0.898766,-710.059,-185656,184461,-387.338,257.745,261.511,0
136,7,-0.0813189,-0.988148,-709.967,-5407.17,18285.3,-198.207,257.755,261.616,0,-0.0813189,-0.988148,-709.967,-185710,184444,-408.819,257.755,261.616,0
136,8,-0.0825582,-1.25352,-710.463,-5404.63,18194.2,-199.386,257.609,261.607,0,-0.0825582,-1.25352,-710.463,-185846,184469,-471.789,257.609,261.607,0
136,9,-0.0810597,-1.10885,-709.962,-5426.78,18178.1,-198.795,257.604,261.644,0,-0.0810597,-1.10885,-709.962,-185734,184335,-437.72,257.604,261.644,0
137,0,-0.0786873,-0.928063,-716.153,-5455.87,18082,-200.075,257.249,261.618,0,-0.0786873,-0.928063,-716.153,-187327,185688,-397.293,257.249,261.618,0
137,1,-0.0809242,-1.07016,-706.11,-5411.94,18176.3,-197.531,257.742,261.664,0,-0.0809242,-1.07016,-706.11,-184740,183432,-427.436,257.742,261.664,0
137,2,-0.0820652,-1.02603,-714.182,-5356.82,18241.7,-199.47,257.542,261.501,0,-0.0820652,-1.02603,-714.182,-186732,185387,-418.758,257.542,261.501,0
137,3,-0.0799949,-0.933039,-710.883,-5423.84,18195.7,-198.403,257.596,261.63,0,-0.0799949,-0.933039,-710.883,-185957,184569,-396.454,257.596,261.63,0
137,4,-0.0812316,-1.12056,-710.557,-5417.86,18171.2,-198.992,257.573,261.625,0,-0.0812316,-1.12056,-710.557,-185877,184468,-440.613,257.573,261.625,0
137,5,-0.0823416,-1.1464,-719.733,-5444.31,18320.6,-201.592,257.455,261.564,0,-0.0823416,-1.1464,-719.733,-188234,186765,-448.98,257.455,261.564,0
137,6,-0.0894611,-1.26203,-710.14,-5026.19,18355,-198.286,257.847,261.078,0,-0.0894611,-1.26203,-710.14,-185385,184554,-470.928,257.847,261.078,0
137,7,-0.0826283,-1.20501,-730.917,-5430.9,18254.2,-205.015,256.974,261.43,0,-0.0826283,-1.20501,-730.917,-191063,189316,-466.047,256.974,261.43,0
137,8,-0.0786384,-0.811296,-710.84,-5451.49,18186.2,-198.03,257.584,261.669,0,-0.0786384,-0.811296,-710.84,-185968,184549,-367.933,257.584,261.669,0
137,9,-0.0770816,-0.504909,-713.14,-5442.6,18246.5,-197.506,257.586,261.632,0,-0.0770816,-0.504909,-713.14,-186530,185148,-296.1,257.586,261.632,0
138,0,-0.0967492,-1.0596,-711.317,-5427.33,20236.1,-196.833,260.449,261.63,0,-0.0967492,-1.0596,-711.317,-186077,186711,-420.248,260.449,261.63,0
138,1,-0.0782057,-1.18226,-710.406,-5450.53,17788.2,-199.649,257.04,261.672,0,-0.0782057,-1.18226,-710.406,-185874,184049,-456.48,257.04,261.672,0
138,2,-0.0715833,-1.03908,-710.846,-6030.4,18169.5,-200.191,257.56,262.483,0,-0.0715833,-1.03908,-710.846,-186559,184533,-425.194,257.56,262.483,0
138,3,-0.0802093,-0.976279,-710.514,-5411.9,18161.5,-198.462,257.561,261.617,0,-0.0802093,-0.976279,-710.514,-185853,184448,-406.577,257.561,261.617,0
138,4,-0.0877784,-1.99502,-710.4,-5389.13,18152.6,-202.022,257.553,261.586,0,-0.0877784,-1.99502,-710.4,-185847,184413,-646.634,257.553,261.586,0
138,5,-0.0812145,-1.12,-710.647,-5399.35,18134.2,-199.012,257.518,261.598,0,-0.0812145,-1.12,-710.647,-185881,184452,-440.508,257.518,261.598,0
138,6,-0.0796097,-0.93199,-710.926,-5410.19,18121.2,-198.459,257.49,261.61,0,-0.0796097,-0.93199,-710.926,-185954,184504,-396.362,257.49,261.61,0
138,7,-0.080977,-1.02014,-710.557,-5376.44,18152.3,-198.559,257.547,261.567,0,-0.080977,-1.02014,-710.557,-185831,184449,-416.745,257.547,261.567,0
138,8,-0.0831216,-1.11685,-708.767,-5292,18182.2,-198.171,257.653,261.467,0,-0.0831216,-1.11685,-708.767,-185296,184060,-438.445,257.653,261.467,0
138,9,-0.0827264,-1.06146,-708.951,-5285.06,18168.9,-198.023,257.628,261.455,0,-0.0827264,-1.06146,-708.951,-185333,184090,-425.435,257.628,261.455,0
139,0,-0.0813905,-1.08708,-710.42,-5397.75,18184.5,-198.774,257.597,261.598,0,-0.0813905,-1.08708,-710.42,-185820,184449,-432.52,257.597,261.598,0
139,1,-0.0810628,-0.998614,-710.514,-5384.63,18198.8,-198.439,257.614,261.579,0,-0.0810628,-0.998614,-710.514,-185827,184485,-411.565,257.614,261.579,0
139,2,-0.080524,-1.03113,-710.877,-5386.44,18102.3,-198.764,257.465,261.577,0,-0.080524,-1.03113,-710.877,-185923,184474,-419.637,257.465,261.577,0
139,3,-0.0775152,-0.610965,-710.979,-5406.03,18139.8,-197.299,257.514,261.604,0,-0.0775152,-0.610965,-710.979,-185949,184535,-320.604,257.514,261.604,0
139,4,-0.0803193,-1.17461,-710.461,-5444.1,18054.3,-199.341,257.412,261.663,0,-0.0803193,-1.17461,-710.461,-185881,184328,-453.844,257.412,261.663,0
139,5,-0.0813613,-0.988213,-710.333,-5393.22,18263.4,-198.303,257.711,261.593,0,-0.0813613,-0.988213,-710.333,-185789,184508,-408.918,257.711,261.593,0
139,6,-0.0819888,-1.21909,-710.735,-5375.67,18097.2,-199.376,257.463,261.564,0,-0.0819888,-1.21909,-710.735,-185884,184436,-463.865,257.463,261.564,0
139,7,-0.0786912,-0.931021,-710.329,-5447.84,18076.9,-198.419,257.449,261.669,0,-0.0786912,-0.931021,-710.329,-185840,184320,-396.329,257.449,261.669,0
139,8,-0.0791571,-1.08841,-710.834,-5523.99,18135.3,-199.237,257.513,261.771,0,-0.0791571,-1.08841,-710.834,-186052,184497,-433.863,257.513,261.771,0
139,9,-0.0657447,-0.899751,-711.464,-5427.37,16402.1,-200.35,255.054,261.628,0,-0.0657447,-0.899751,-711.464,-186107,182910,-394.228,255.054,261.628,0
140,0,-0.080167,-1.0309,-711.013,-5391.27,18065.6,-198.852,257.408,261.583,0,-0.080167,-1.0309,-711.013,-185962,184469,-419.761,257.408,261.583,0
140,1,-0.0810619,-1.29576,-710.685,-5421.43,17994.6,-199.848,257.32,261.628,0,-0.0810619,-1.29576,-710.685,-185921,184321,-482.517,257.32,261.628,0
140,2,-0.0836854,-1.52886,-710.453,-5398.1,18073.1,-200.478,257.439,261.598,0,-0.0836854,-1.52886,-710.453,-185849,184346,-537.032,257.439,261.598,0
140,3,-0.0787703,-1.01929,-710.509,-5456.45,18021.7,-198.863,257.365,261.68,0,-0.0787703,-1.01929,-710.509,-185899,184307,-417.409,257.365,261.68,0
140,4,-0.0795552,-0.996358,-711.011,-5371.62,17981.5,-198.772,257.29,261.555,0,-0.0795552,-0.996358,-711.011,-185940,184384,-411.753,257.29,261.555,0
140,5,-0.0779168,-0.721502,-711.021,-5415.47,18107.4,-197.762,257.467,261.616,0,-0.0779168,-0.721502,-711.021,-185975,184513,-346.833,257.467,261.616,0
140,6,-0.0800355,-1.10078,-712.665,-5454.33,18100.6,-199.678,257.398,261.653,0,-0.0800355,-1.10078,-712.665,-186448,184891,-436.974,257.398,261.653,0
140,7,-0.0804288,-1.20654,-710.822,-5399.24,17953,-199.562,257.257,261.596,0,-0.0804288,-1.20654,-710.822,-185929,184312,-461.51,257.257,261.596,0
140,8,-0.0645256,-1.18677,-710.301,-6531.8,18080.3,-201.807,257.454,263.196,0,-0.0645256,-1.18677,-710.301,-186929,184316,-463.167,257.454,263.196,0
140,9,-0.0809209,-1.11863,-710.461,-5381.05,18063.4,-198.987,257.425,261.574,0,-0.0809209,-1.11863,-710.461,-185815,184338,-440.237,257.425,261.574,0
141,0,-0.0827028,-1.6298,-711.139,-5486.46,18020.3,-201.292,257.34,261.715,0,-0.0827028,-1.6298,-711.139,-186116,184453,-561.72,257.34,261.715,0
141,1,-0.0787012,-0.976096,-711.107,-5454.39,18047.5,-198.847,257.379,261.67,0,-0.0787012,-0.976096,-711.107,-186046,184473,-407.303,257.379,261.67,0
141,2,-0.0790708,-1.08991,-713.671,-5463.54,18002.1,-200.05,257.225,261.656,0,-0.0790708,-1.08991,-713.671,-186712,185027,-435.048,257.225,261.656,0
141,3,-0.0853602,-1.30492,-710.956,-5160.17,18041.6,-199.309,257.377,261.258,0,-0.0853602,-1.30492,-710.956,-185729,184432,-483.03,257.377,261.258,0
141,4,-0.0803916,-1.2076,-710.688,-5436.29,18017.9,-199.544,257.353,261.649,0,-0.0803916,-1.2076,-710.688,-185932,184345,-461.75,257.353,261.649,0
