Devices
1000
,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,Combined Force,,,Combined Moment,,,Combined CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
275,0,0.0284146,-5.40714,-778.297,-7484.83,3926.15,-253.293,237.045,263.617,0,0.0284146,-5.40714,-778.297,-205332,186071,-1525.95,237.045,263.617,0
275,1,0.0307531,-4.7858,-778.171,-7365.37,3971.37,-250.718,237.103,263.465,0,0.0307531,-4.7858,-778.171,-205153,186087,-1378.56,237.103,263.465,0
275,2,0.032554,-4.71835,-778.261,-7395.81,3859.81,-250.691,236.96,263.503,0,0.032554,-4.71835,-778.261,-205204,185996,-1363.2,236.96,263.503,0
275,3,0.0300726,-4.8295,-784.045,-7421.27,4112.12,-252.521,237.245,263.465,0,0.0300726,-4.8295,-784.045,-206703,187603,-1390.41,237.245,263.465,0
275,4,0.0335035,-4.61772,-779.312,-7340.81,3723.89,-250.647,236.778,263.42,0,0.0335035,-4.61772,-779.312,-205411,186106,-1339.85,236.778,263.42,0
275,5,0.0327748,-4.69556,-779.357,-7339.28,3742.79,-250.914,236.802,263.417,0,0.0327748,-4.69556,-779.357,-205424,186136,-1358.15,236.802,263.417,0
275,6,0.0331377,-4.71711,-779.629,-7335.85,3669.27,-251.138,236.706,263.409,0,0.0331377,-4.71711,-779.629,-205491,186126,-1363.51,236.706,263.409,0
275,7,0.0333073,-4.66111,-779.811,-7301.01,3632.54,-250.949,236.658,263.363,0,0.0333073,-4.66111,-779.811,-205500,186132,-1350.25,236.658,263.363,0
275,8,0.0362373,-4.49056,-780.607,-7539.81,3864.93,-250.869,236.951,263.659,0,0.0362373,-4.49056,-780.607,-205933,186550,-1311.01,236.951,263.659,0
275,9,0.0267624,-4.4435,-780.442,-6699.71,3530.47,-249.079,236.524,262.585,0,0.0267624,-4.4435,-780.442,-205049,186178,-1295.8,236.524,262.585,0
276,0,0.0360591,-4.39477,-781.415,-7267.21,3456.8,-250.561,236.424,263.3,0,0.0360591,-4.39477,-781.415,-205862,186331,-1288.23,236.424,263.3,0
276,1,0.0631471,-0.203029,-779.481,-7092.5,3509.92,-234.596,236.503,263.099,0,0.0631471,-0.203029,-779.481,-205010,185931,-298.144,236.503,263.099,0
276,2,0.0356492,-4.37883,-782.18,-7076.66,3160.78,-250.597,236.041,263.047,0,0.0356492,-4.37883,-782.18,-205865,186214,-1284.43,236.041,263.047,0
276,3,0.037974,-4.04935,-782.331,-7150.77,3305.93,-249.481,236.226,263.14,0,0.037974,-4.04935,-782.331,-205963,186395,-1206.8,236.226,263.14,0
276,4,0.0349822,-4.25978,-782.327,-7079.91,3361.87,-250.009,236.297,263.05,0,0.0349822,-4.25978,-782.327,-205900,186450,-1255.82,236.297,263.05,0
276,5,0.0344191,-4.39258,-783.284,-7057.77,3267.86,-250.803,236.172,263.01,0,0.0344191,-4.39258,-783.284,-206127,186580,-1287.55,236.172,263.01,0
276,6,0.0342076,-4.21261,-782.322,-6947.87,3254.11,-249.65,236.16,262.881,0,0.0342076,-4.21261,-782.322,-205764,186341,-1244.22,236.16,262.881,0
276,7,0.034603,-4.11524,-785.163,-6892.3,3181.46,-250.058,236.052,262.778,0,0.034603,-4.11524,-785.163,-206426,186933,-1221.94,236.052,262.778,0
276,8,0.0328695,-4.30183,-784.881,-6835.12,3124.33,-250.573,235.981,262.709,0,0.0328695,-4.30183,-784.881,-206305,186810,-1265.68,235.981,262.708,0
276,9,0.0307596,-4.46694,-785.104,-6753.49,3087.82,-251.077,235.933,262.602,0,0.0307596,-4.46694,-785.104,-206288,186826,-1304.29,235.933,262.602,0
277,0,0.0311661,-4.16598,-784.878,-6629.05,3076.93,-249.665,235.92,262.446,0,0.0311661,-4.16598,-784.878,-206093,186762,-1232.55,235.92,262.446,0
277,1,0.040911,-2.44415,-784.948,-6376.03,2930.29,-243.114,235.733,262.123,0,0.040911,-2.44415,-784.948,-205781,186632,-825.512,235.733,262.123,0
277,2,0.0292021,-4.26355,-779.086,-6416.18,2847.54,-248.123,235.655,262.236,0,0.0292021,-4.26355,-779.086,-204414,185177,-1253.34,235.655,262.236,0
277,3,0.0248536,-4.34113,-786.516,-6272.21,3045.36,-249.97,235.872,261.975,0,0.0248536,-4.34113,-786.516,-206159,187114,-1272.24,235.872,261.975,0
277,4,0.0248971,-4.38364,-787.014,-6218.68,2897.99,-250.295,235.682,261.902,0,0.0248971,-4.38364,-787.014,-206234,187083,-1282.53,235.682,261.902,0
277,5,0.0230249,-4.39185,-786.825,-6060.76,2831.45,-249.979,235.599,261.703,0,0.0230249,-4.39185,-786.825,-206029,186973,-1283.66,235.599,261.703,0
277,6,0.0228345,-4.28858,-785.219,-5977.62,2796.57,-249.001,235.562,261.613,0,0.0228345,-4.28858,-785.219,-205533,186562,-1258.46,235.562,261.613,0
277,7,0.0207791,-4.38784,-786.085,-5869.78,2762.55,-249.389,235.514,261.467,0,0.0207791,-4.38784,-786.085,-205650,186731,-1281.56,235.514,261.467,0
277,8,0.0206687,-4.24238,-786.953,-5742.72,2667.61,-248.925,235.39,261.297,0,0.0206687,-4.24238,-786.953,-205736,186839,-1247.02,235.39,261.297,0
277,9,0.0201036,-4.17616,-787.549,-5679.12,2679.11,-248.7,235.402,261.211,0,0.0201036,-4.17616,-787.549,-205821,186990,-1231.16,235.402,261.211,0
278,0,0.0209399,-3.95219,-786.909,-5600.17,2629.41,-247.59,235.341,261.117,0,0.0209399,-3.95219,-786.909,-205570,186790,-1177.85,235.341,261.117,0
278,1,0.00386937,-4.13944,-787.522,-4502.24,2563.46,-245.984,235.255,259.717,0,0.00386937,-4.13944,-787.522,-204636,186869,-1215.73,235.255,259.717,0
278,2,0.0217671,-4.24022,-787.195,-5410.75,1897.89,-249.037,234.411,260.874,0,0.0217671,-4.24022,-787.195,-205466,186126,-1246.91,234.411,260.874,0
278,3,0.0162166,-4.10081,-786.023,-5280.62,2494.36,-247.279,235.173,260.718,0,0.0162166,-4.10081,-786.023,-205032,186448,-1211.12,235.173,260.718,0
278,4,0.0159306,-4.0245,-787.125,-5235.12,2512.64,-247.196,235.192,260.651,0,0.0159306,-4.0245,-787.125,-205263,186724,-1193.1,235.192,260.651,0
278,5,0.0149042,-4.15321,-785.65,-5166.73,2399.25,-247.199,235.054,260.576,0,0.0149042,-4.15321,-785.65,-204826,186266,-1222.97,235.054,260.576,0
278,6,0.020786,-4.09435,-787.632,-5560.31,2441.11,-248.41,235.099,261.06,0,0.020786,-4.09435,-787.632,-205720,186771,-1211.9,235.099,261.06,0
278,7,0.0117836,-4.17626,-787.846,-4971.24,2402.96,-247.452,235.05,260.31,0,0.0117836,-4.17626,-787.846,-205189,186784,-1227.82,235.05,260.31,0
278,8,0.012264,-4.10664,-787.017,-4913.08,2296.72,-246.947,234.918,260.243,0,0.012264,-4.10664,-787.017,-204917,186483,-1211.15,234.918,260.243,0
278,9,0.0107386,-4.00407,-786.282,-4754.99,2288.5,-246.019,234.911,260.047,0,0.0107386,-4.00407,-786.282,-204568,186303,-1185.82,234.911,260.047,0
279,0,0.0103729,-4.12321,-786.913,-4676.98,2076.35,-246.668,234.639,259.943,0,0.0103729,-4.12321,-786.913,-204655,186239,-1214.26,234.639,259.943,0
279,1,0.0083314,-4.17802,-785.266,-4646.08,2232.87,-246.16,234.843,259.917,0,0.0083314,-4.17802,-785.266,-204209,186010,-1226.07,234.843,259.917,0
279,2,0.00748382,-4.16755,-786.822,-4561.58,2187.63,-246.418,234.78,259.797,0,0.00748382,-4.16755,-786.822,-204519,186329,-1223.66,234.78,259.798,0
279,3,0.00672669,-4.09986,-787.049,-4460.89,2155.54,-246.044,234.739,259.668,0,0.00672669,-4.09986,-787.049,-204473,186350,-1207.25,234.739,259.668,0
279,4,0.00549282,-4.20831,-786.219,-4405.16,2110.1,-246.115,234.684,259.603,0,0.00549282,-4.20831,-786.219,-204211,186110,-1232.39,234.684,259.603,0
279,5,0.0045906,-4.25097,-786.169,-4332.61,2049.08,-246.151,234.606,259.511,0,0.0045906,-4.25097,-786.169,-204128,186037,-1242.18,234.606,259.511,0
279,6,0.00498183,-4.12876,-785.942,-4308.8,2066.63,-245.577,234.63,259.482,0,0.00498183,-4.12876,-785.942,-204041,186002,-1213.1,234.63,259.482,0
279,7,0.00485722,-4.07205,-786.214,-4236.76,1997.5,-245.36,234.541,259.389,0,0.00485722,-4.07205,-786.214,-204035,185997,-1199.58,234.541,259.389,0
279,8,0.00596147,-3.91724,-786.721,-4225.65,1976.06,-244.949,234.512,259.371,0,0.00596147,-3.91724,-786.721,-204146,186094,-1163.22,234.512,259.371,0
279,9,0.0057678,-3.9618,-786.766,-4236.81,1980.99,-245.141,234.518,259.385,0,0.0057678,-3.9618,-786.766,-204171,186109,-1173.79,234.518,259.385,0
280,0,-0.0164485,-3.98392,-786.95,-2578.11,1664.21,-241.801,234.115,257.276,0,-0.0164485,-3.98392,-786.95,-202560,185836,-1169.99,234.115,257.276,0
280,1,0.0150617,-4.05524,-786.901,-4205.91,642.717,-246.854,232.817,259.345,0,0.0150617,-4.05524,-786.901,-204178,184802,-1199.73,232.817,259.345,0
280,2,0.00530527,-4.06079,-787.402,-4203.99,1885.61,-245.7,234.395,259.339,0,0.00530527,-4.06079,-787.402,-204304,186163,-1197.4,234.395,259.339,0
280,3,0.00493928,-3.73383,-784.014,-4046.07,1941.01,-243.151,234.476,259.161,0,0.00493928,-3.73383,-784.014,-203271,185425,-1118.24,234.476,259.161,0
280,4,0.00516917,-4.09282,-786.942,-4191.61,1851.07,-245.692,234.352,259.326,0,0.00516917,-4.09282,-786.942,-204176,186020,-1204.85,234.352,259.326,0
280,5,0.00616565,-3.96103,-787.77,-4195.29,1849.67,-245.466,234.348,259.326,0,0.00616565,-3.96103,-787.77,-204384,186213,-1174.04,234.348,259.326,0
280,6,0.00564602,-3.93871,-787.953,-4152.29,1854.93,-245.334,234.354,259.27,0,0.00564602,-3.93871,-787.953,-204386,186261,-1168.55,234.354,259.27,0
280,7,0.00472156,-4.14919,-788.177,-4170.58,1814.1,-246.234,234.302,259.291,0,0.00472156,-4.14919,-788.177,-204471,186272,-1218.48,234.302,259.291,0
280,8,0.00369584,-4.04748,-787.352,-4063.71,1838.32,-245.366,234.335,259.161,0,0.00369584,-4.04748,-787.352,-204150,186104,-1193.55,234.335,259.161,0
280,9,0.00543011,-4.16744,-786.613,-4158.34,1686.43,-245.962,234.144,259.286,0,0.00543011,-4.16744,-786.613,-204062,185779,-1222.65,234.144,259.286,0
281,0,-0.00163583,-4.02106,-787.162,-3693.94,1845.74,-244.362,234.345,258.693,0,-0.00163583,-4.02106,-787.162,-203731,186067,-1185,234.345,258.693,0
281,1,0.00744857,-3.82638,-787.402,-4176.16,1773.35,-244.918,234.252,259.304,0,0.00744857,-3.82638,-787.402,-204266,186050,-1142.31,234.252,259.304,0
281,2,0.00787486,-3.72708,-787.588,-4167.21,1792.65,-244.576,234.276,259.291,0,0.00787486,-3.72708,-787.588,-204299,186113,-1118.83,234.276,259.291,0
281,3,0.00758636,-3.96212,-789.097,-4242.26,1752.59,-246.057,234.221,259.376,0,0.00758636,-3.96212,-789.097,-204768,186426,-1175.24,234.221,259.376,0
281,4,0.0044198,-4.39128,-787.436,-4218.65,1722.82,-247.094,234.188,259.357,0,0.0044198,-4.39128,-787.436,-204342,186008,-1275.92,234.188,259.357,0
281,5,0.00856918,-3.81546,-787.448,-4227.23,1736.37,-245.048,234.205,259.368,0,0.00856918,-3.81546,-787.448,-204328,186024,-1140.16,234.205,259.368,0
281,6,0.0119139,-3.68803,-786.751,-4209.91,1392.83,-244.718,233.77,259.351,0,0.0119139,-3.68803,-786.751,-204128,185517,-1110.86,233.77,259.351,0
281,7,0.0112865,-3.62707,-786.949,-4308.24,1715.75,-244.442,234.18,259.475,0,0.0112865,-3.62707,-786.949,-204274,185886,-1096.16,234.18,259.475,0
281,8,0.0114268,-3.38171,-786.859,-4190.78,1700.81,-243.287,234.162,259.326,0,0.0114268,-3.38171,-786.859,-204123,185851,-1037.62,234.162,259.326,0
281,9,0.0183618,-3.02086,-787.516,-4502.09,1732.09,-242.867,234.199,259.717,0,0.0183618,-3.02086,-787.516,-204585,186035,-954.506,234.199,259.717,0
282,0,0.0107839,-3.62631,-786.993,-4261.66,1692.46,-244.369,234.151,259.415,0,0.0107839,-3.62631,-786.993,-204238,185874,-1095.78,234.151,259.415,0
282,1,0.0114697,-3.57086,-786.628,-4287.36,1705,-244.114,234.167,259.45,0,0.0114697,-3.57086,-786.628,-204169,185801,-1082.72,234.167,259.45,0
282,2,0.013291,-3.1841,-787.873,-4224.32,1704.86,-242.942,234.164,259.362,0,0.013291,-3.1841,-787.873,-204405,186092,-991.498,234.164,259.362,0
282,3,0.00796112,-3.3998,-785.251,-3981.67,1735.63,-242.379,234.21,259.071,0,0.00796112,-3.3998,-785.251,-203506,185509,-1040.06,234.21,259.071,0
282,4,0.019809,-3.25322,-786.778,-4666.39,1645.82,-243.955,234.092,259.931,0,0.019809,-3.25322,-786.778,-204572,185776,-1010.34,234.092,259.931,0
282,5,0.0140042,-3.08402,-786.96,-4248.06,1752.44,-242.33,234.227,259.398,0,0.0140042,-3.08402,-786.96,-204192,185926,-967.644,234.227,259.398,0
282,6,0.012496,-3.37134,-786.769,-4260.34,1705.31,-243.379,234.167,259.415,0,0.012496,-3.37134,-786.769,-204169,185834,-1035.55,234.168,259.415,0
282,7,0.0126119,-3.32613,-786.265,-4244.57,1703.17,-243.041,234.166,259.398,0,0.0126119,-3.32613,-786.265,-204023,185714,-1024.66,234.166,259.398,0
282,8,0.0147618,-3.24916,-785.536,-4362.72,1723.81,-242.809,234.194,259.554,0,0.0147618,-3.24916,-785.536,-203953,185564,-1006.96,234.194,259.554,0
282,9,0.0250316,-2.93482,-785.511,-4932.65,1776.45,-242.931,234.262,260.28,0,0.0250316,-2.93482,-785.511,-204502,185610,-936.129,234.262,260.28,0
283,0,0.0149979,-3.18604,-785.199,-4147.55,1343.88,-242.395,233.712,259.282,0,0.0149979,-3.18604,-785.199,-203649,185105,-991.837,233.712,259.282,0
283,1,0.0124739,-3.05798,-785.306,-4121.4,1735.97,-241.495,234.211,259.248,0,0.0124739,-3.05798,-785.306,-203645,185522,-960.328,234.211,259.248,0
283,2,0.0128044,-2.96014,-786.364,-4116.91,1772.83,-241.397,234.254,259.235,0,0.0128044,-2.96014,-786.364,-203904,185807,-937.416,234.254,259.235,0
283,3,0.0131307,-2.7596,-786.229,-4038.61,1767.2,-240.469,234.248,259.137,0,0.0131307,-2.7596,-786.229,-203783,185769,-889.636,234.248,259.137,0
283,4,0.0107421,-3.0567,-784.07,-4051.09,1828.69,-240.88,234.332,259.167,0,0.0107421,-3.0567,-784.07,-203260,185326,-958.974,234.332,259.167,0
283,5,0.0119536,-2.97676,-784.614,-3992.7,1634.73,-240.82,234.083,259.089,0,0.0119536,-2.97676,-784.614,-203337,185259,-940.511,234.083,259.089,0
283,6,0.0106924,-2.86594,-783.566,-3936.1,1793.46,-239.83,234.289,259.023,0,0.0106924,-2.86594,-783.566,-203009,185173,-913.267,234.289,259.023,0
283,7,0.0119738,-2.79934,-783.658,-3966.22,1747.22,-239.736,234.23,259.061,0,0.0119738,-2.79934,-783.658,-203060,185148,-897.91,234.23,259.061,0
283,8,0.0116442,-2.64455,-783.663,-3908.03,1821.56,-238.973,234.324,258.987,0,0.0116442,-2.64455,-783.663,-202996,185223,-860.838,234.324,258.987,0
283,9,0.00965766,-2.8774,-783.659,-3898.94,1845.05,-239.757,234.354,258.975,0,0.00965766,-2.8774,-783.659,-202996,185246,-915.613,234.354,258.975,0
284,0,0.0110259,-2.67731,-783.295,-3890.71,1838.7,-238.928,234.347,258.967,0,0.0110259,-2.67731,-783.295,-202887,185154,-868.304,234.347,258.967,0
284,1,0.0107096,-2.52479,-784.539,-3850.88,1941.47,-238.537,234.475,258.908,0,0.0107096,-2.52479,-784.539,-203156,185548,-832.136,234.475,258.908,0
284,2,0.0110771,-2.27936,-783.444,-3779.94,1987.89,-237.138,234.537,258.825,0,0.0110771,-2.27936,-783.444,-202796,185338,-773.394,234.537,258.825,0
284,3,-0.0389411,-9.80675,-783.576,-4093.35,2075.47,-264.666,234.649,259.224,0,-0.0389411,-9.80675,-783.576,-203476,185459,-2549.87,234.649,259.224,0
284,4,0.0107491,-2.33657,-784.224,-3805.31,2023.84,-237.584,234.581,258.852,0,0.0107491,-2.33657,-784.224,-203022,185557,-787.144,234.581,258.852,0
284,5,0.0119158,-2.20422,-784.228,-3832.33,2047.15,-237.15,234.61,258.887,0,0.0119158,-2.20422,-784.228,-203044,185581,-756.034,234.61,258.887,0
284,6,0.00390211,-3.20248,-784.668,-3808.2,2110.41,-240.716,234.69,258.853,0,0.00390211,-3.20248,-784.668,-203176,185748,-991.188,234.69,258.853,0
284,7,0.0058106,-2.85872,-784.629,-3775.16,2119.17,-239.393,234.701,258.811,0,0.0058106,-2.85872,-784.629,-203118,185747,-909.9,234.701,258.811,0
284,8,0.00954589,-2.26062,-784.733,-3750.07,2142.3,-237.206,234.73,258.779,0,0.00954589,-2.26062,-784.733,-203092,185794,-768.687,234.73,258.779,0
284,9,0.00695288,-2.6058,-785.141,-3778.02,2209.67,-238.547,234.814,258.812,0,0.00695288,-2.6058,-785.141,-203239,185958,-850.153,234.814,258.812,0
285,0,0.00753176,-2.38585,-785.881,-3749.64,2282.37,-237.83,234.904,258.771,0,0.00753176,-2.38585,-785.881,-203389,186203,-798.108,234.904,258.771,0
285,1,0.00745366,-2.25288,-785.976,-3697.24,2315.13,-237.227,234.946,258.704,0,0.00745366,-2.25288,-785.976,-203355,186258,-766.365,234.946,258.704,0
285,2,0.00723744,-2.22952,-784.511,-3700.9,2374.47,-236.674,235.027,258.717,0,0.00723744,-2.22952,-784.511,-202986,185975,-760.29,235.027,258.717,0
285,3,0.00751774,-2.3261,-767.127,-3690.29,2266.41,-232.174,234.954,258.811,0,0.00751774,-2.3261,-767.127,-198566,181798,-778.464,234.954,258.811,0
285,4,0.00418673,-2.2427,-786.528,-3546.61,2456.86,-236.853,235.124,258.509,0,0.00418673,-2.2427,-786.528,-203344,186529,-762.78,235.124,258.509,0
285,5,0.00438035,-2.29926,-786.712,-3600.13,2481.15,-237.204,235.154,258.576,0,0.00438035,-2.29926,-786.712,-203447,186597,-776.415,235.154,258.576,0
285,6,0.00427837,-2.22211,-786.669,-3582.65,2532.17,-236.822,235.219,258.554,0,0.00427837,-2.22211,-786.669,-203415,186638,-757.953,235.219,258.554,0
285,7,0.00285679,-2.26556,-786.712,-3505.14,2527.48,-236.817,235.213,258.455,0,0.00285679,-2.26556,-786.712,-203350,186643,-767.756,235.213,258.455,0
285,8,-0.00039585,-2.41881,-782.776,-3501.48,2805.46,-235.945,235.584,258.473,0,-0.00039585,-2.41881,-782.776,-202354,186000,-801.924,235.584,258.473,0
285,9,-0.00118631,-2.58887,-787.488,-3452.49,2647.4,-237.944,235.362,258.384,0,-0.00118631,-2.58887,-787.488,-203509,186945,-843.521,235.362,258.384,0
286,0,0.00321889,-1.85746,-787.732,-3398.58,2652.23,-235.274,235.367,258.314,0,0.00321889,-1.85746,-787.732,-203485,187007,-670.795,235.367,258.314,0
286,1,-0.000236714,-2.26737,-787.632,-3378.21,2680.12,-236.632,235.403,258.289,0,-0.000236714,-2.26737,-787.632,-203457,187011,-767.21,235.403,258.289,0
286,2,-0.0031276,-2.34607,-796.207,-3290.52,2794.15,-239.026,235.509,258.133,0,-0.0031276,-2.34607,-796.207,-205550,189132,-787.287,235.509,258.133,0
286,3,-0.0185731,-2.31973,-788.945,-3344.7,4919.88,-234.751,238.236,258.239,0,-0.0185731,-2.31973,-788.945,-203759,189559,-772.927,238.236,258.239,0
286,4,-0.00265325,-2.32682,-789.287,-3337.42,2854.73,-237.036,235.617,258.228,0,-0.00265325,-2.32682,-789.287,-203839,187573,-780.914,235.617,258.228,0
286,5,-0.00415973,-2.41577,-789.469,-3298.89,2892.75,-237.277,235.664,258.179,0,-0.00415973,-2.41577,-789.469,-203851,187654,-801.587,235.664,258.179,0
286,6,0.00169195,-1.26271,-789.491,-3161.87,2942.7,-232.801,235.727,258.005,0,0.00169195,-1.26271,-789.491,-203668,187709,-528.745,235.727,258.005,0
286,7,-0.00722629,-2.51844,-791.806,-3185.62,2971.99,-237.963,235.753,258.023,0,-0.00722629,-2.51844,-791.806,-204335,188280,-825.523,235.753,258.023,0
286,8,-0.00776085,-2.54921,-790.154,-3163.88,2974.56,-237.551,235.765,258.004,0,-0.00776085,-2.54921,-790.154,-203895,187896,-832.177,235.765,258.004,0
286,9,-0.00905316,-2.33934,-791.258,-3009.9,3039.04,-236.695,235.841,257.804,0,-0.00905316,-2.33934,-791.258,-204012,188219,-781.876,235.841,257.804,0
287,0,-0.00875955,-2.47505,-791.901,-3122.49,3088.77,-237.567,235.9,257.943,0,-0.00875955,-2.47505,-791.901,-204294,188419,-814.585,235.9,257.943,0
287,1,-0.0117995,-2.68576,-792.172,-3046.94,3141.15,-238.168,235.965,257.846,0,-0.0117995,-2.68576,-792.172,-204297,188535,-863.725,235.965,257.846,0
287,2,-0.0164003,-2.90591,-792.211,-2864.56,3182.94,-238.502,236.018,257.616,0,-0.0164003,-2.90591,-792.211,-204134,188586,-914.414,236.018,257.616,0
287,3,-0.0137391,-2.49584,-791.716,-2866.01,3222.54,-236.86,236.07,257.62,0,-0.0137391,-2.49584,-791.716,-203992,188510,-817.477,236.07,257.62,0
287,4,-0.0146664,-2.56228,-791.806,-2840.71,3232.23,-237.054,236.082,257.588,0,-0.0146664,-2.56228,-791.806,-203992,188541,-832.985,236.082,257.588,0
287,5,-0.0161023,-2.75033,-791.893,-2825.3,3214.04,-237.734,236.059,257.568,0,-0.0161023,-2.75033,-791.893,-204007,188543,-877.311,236.059,257.568,0
287,6,-0.0186532,-2.77369,-792.811,-2713.6,3306.1,-237.724,236.17,257.423,0,-0.0186532,-2.77369,-792.811,-204130,188850,-882.121,236.17,257.423,0
287,7,-0.0188705,-2.79496,-792.534,-2696.01,3281.61,-237.707,236.141,257.402,0,-0.0188705,-2.79496,-792.534,-204043,188761,-887.026,236.141,257.402,0
287,8,-0.0212504,-3.02773,-793.215,-2640.33,3265.77,-238.62,236.117,257.329,0,-0.0212504,-3.02773,-793.215,-204170,188905,-941.811,236.117,257.329,0
287,9,-0.0232564,-3.03905,-792.76,-2574.9,3389.68,-238.25,236.276,257.248,0,-0.0232564,-3.03905,-792.76,-203990,188922,-943.581,236.276,257.248,0
288,0,-0.0245289,-3.70717,-793.073,-2821.93,3406.29,-241.273,236.295,257.558,0,-0.0245289,-3.70717,-793.073,-204346,189012,-1102.64,236.295,257.558,0
288,1,-0.0205679,-2.9109,-794.601,-2722.91,3439.49,-238.603,236.329,257.427,0,-0.0205679,-2.9109,-794.601,-204600,189402,-914.625,236.329,257.427,0
288,2,-0.0624117,-8.51747,-793.53,-2703.97,3617.4,-258.076,236.559,257.408,0,-0.0624117,-8.51747,-793.53,-204557,189332,-2235.59,236.559,257.408,0
288,3,-0.0261512,-3.04287,-794.826,-2471.08,3556.39,-238.436,236.474,257.109,0,-0.0261512,-3.04287,-794.826,-204411,189572,-943.926,236.474,257.109,0
288,4,-0.0275978,-3.21119,-795.331,-2500.86,3642.65,-239.158,236.58,257.144,0,-0.0275978,-3.21119,-795.331,-204576,189777,-983.671,236.58,257.144,0
288,5,-0.024206,-2.60273,-795.848,-2461.13,3690.74,-236.991,236.637,257.092,0,-0.024206,-2.60273,-795.848,-204641,189946,-839.967,236.637,257.092,0
288,6,-0.0296174,-3.27959,-796.066,-2456.31,3752.86,-239.392,236.714,257.086,0,-0.0296174,-3.27959,-796.066,-204721,190059,-999.4,236.714,257.086,0
288,7,-0.0304571,-3.33652,-796.389,-2467.54,3828.9,-239.632,236.808,257.098,0,-0.0304571,-3.33652,-796.389,-204817,190211,-1012.75,236.808,257.098,0
288,8,-0.0325988,-3.47027,-797.485,-2393.52,3837.93,-240.241,236.813,257.001,0,-0.0325988,-3.47027,-797.485,-205027,190476,-1044.12,236.813,257.001,0
288,9,-0.029784,-2.98445,-797.956,-2391.4,3918.71,-238.551,236.911,256.997,0,-0.029784,-2.98445,-797.956,-205123,190667,-929.447,236.911,256.997,0
289,0,-0.0319645,-3.18753,-799.104,-2417.55,4058.92,-239.514,237.079,257.025,0,-0.0319645,-3.18753,-799.104,-205450,191076,-977.383,237.079,257.025,0
289,1,-0.0361068,-3.73003,-799.275,-2388.93,4036.7,-241.456,237.05,256.989,0,-0.0361068,-3.73003,-799.275,-205489,191094,-1105.24,237.05,256.989,0
289,2,-0.0399682,-3.52487,-798.033,-2025.97,4035.03,-239.541,237.056,256.539,0,-0.0399682,-3.52487,-798.033,-204801,190802,-1054.33,237.056,256.539,0
289,3,-0.0339363,-3.37786,-799.516,-2429.53,4158.77,-240.232,237.202,257.039,0,-0.0339363,-3.37786,-799.516,-205575,191273,-1022.14,237.202,257.039,0
289,4,-0.0355435,-3.47857,-800.065,-2396.03,4207.65,-240.619,237.259,256.995,0,-0.0355435,-3.47857,-800.065,-205685,191450,-1045.69,237.259,256.995,0
289,5,-0.0385946,-3.74646,-801.116,-2359.92,4282.03,-241.712,237.345,256.946,0,-0.0385946,-3.74646,-801.116,-205928,191771,-1108.71,237.345,256.946,0
289,6,-0.0402524,-3.97986,-801.433,-2369.51,4297.56,-242.641,237.362,256.957,0,-0.0402524,-3.97986,-801.433,-206028,191860,-1163.84,237.362,256.957,0
289,7,-0.039137,-3.68184,-801.351,-2356.52,4404.2,-241.411,237.496,256.941,0,-0.039137,-3.68184,-801.351,-205981,191948,-1093.14,237.496,256.941,0
289,8,-0.0385616,-3.77143,-801.854,-2421.01,4369.21,-242.059,237.449,257.019,0,-0.0385616,-3.77143,-801.854,-206177,192030,-1114.9,237.449,257.019,0
289,9,-0.0387406,-3.65031,-802.133,-2382.9,4430.76,-241.553,237.524,256.971,0,-0.0387406,-3.65031,-802.133,-206205,192157,-1086.01,237.524,256.971,0
290,0,-0.0595329,-6.67601,-802.12,-2457.61,4456.99,-252.492,237.557,257.064,0,-0.0595329,-6.67601,-802.12,-206410,192181,-1799.78,237.557,257.064,0
290,1,-0.0400401,-4.00022,-804.38,-2536.34,4561.98,-243.654,237.671,257.153,0,-0.0400401,-4.00022,-804.38,-206944,192814,-1169.67,237.671,257.153,0
290,2,-0.034699,-4.04358,-804.165,-2468.15,3707.27,-244.493,236.61,257.069,0,-0.034699,-4.04358,-804.165,-206823,191909,-1182.01,236.61,257.069,0
290,3,-0.0452133,-4.53039,-803.498,-2460.44,4595.96,-245.085,237.72,257.062,0,-0.0452133,-4.53039,-803.498,-206668,192642,-1293.86,237.72,257.062,0
290,4,-0.0370025,-3.31405,-804.122,-2479.05,4695.42,-240.859,237.839,257.083,0,-0.0370025,-3.31405,-804.122,-206791,192887,-1007.06,237.839,257.083,0
290,5,-0.0434254,-4.2944,-800.021,-2502.22,4670.34,-243.273,237.838,257.128,0,-0.0434254,-4.2944,-800.021,-205816,191903,-1237.27,237.838,257.128,0
290,6,-0.0429884,-4.25767,-804.245,-2564.71,4757.67,-244.393,237.916,257.189,0,-0.0429884,-4.25767,-804.245,-206949,192979,-1229.91,237.916,257.189,0
290,7,-0.0454943,-4.65751,-804.376,-2604.53,4786.67,-245.917,237.951,257.238,0,-0.0454943,-4.65751,-804.376,-207040,193038,-1324.37,237.951,257.238,0
290,8,-0.0431009,-4.20719,-806.543,-2594.21,4869.7,-244.814,238.038,257.216,0,-0.0431009,-4.20719,-806.543,-207560,193628,-1218.49,238.038,257.216,0
