,,Group 3 S:LFHD,,,Group 3 S:RFHD,,,Group 3 S:LBHD,,,Group 3 S:RBHD,,,Group 3 S:C7,,,Group 3 S:T10,,,Group 3 S:CLAV,,,Group 3 S:STRN,,,Group 3 S:RBAK,,,Group 3 S:LSHO,,,Group 3 S:LUPA,,,Group 3 S:LELB,,,Group 3 S:LFRM,,,Group 3 S:LWRA,,,Group 3 S:LWRB,,,Group 3 S:LFIN,,,Group 3 S:RSHO,,,Group 3 S:RUPA,,,Group 3 S:RELB,,,Group 3 S:RFRM,,,Group 3 S:RWRA,,,Group 3 S:RWRB,,,Group 3 S:RFIN,,,Group 3 S:LASI,,,Group 3 S:RASI,,,Group 3 S:LPSI,,,Group 3 S:RPSI,,,Group 3 S:LTHI,,,Group 3 S:LKNE,,,Group 3 S:LTIB,,,Group 3 S:LANK,,,Group 3 S:LHEE,,,Group 3 S:LTOE,,,Group 3 S:RTHI,,,Group 3 S:RKNE,,,Group 3 S:RTIB,,,Group 3 S:RANK,,,Group 3 S:RHEE,,,Group 3 S:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
135,0,171.547882,201.228104,1571.169678,185.128326,335.644623,1549.893921,340.092560,201.765137,1480.005005,347.217316,292.715118,1476.522339,333.726105,249.871490,1366.430298,366.892609,247.485962,1147.249878,184.861465,247.104050,1313.589722,79.246017,251.412064,1153.635010,361.207062,325.853546,1282.990967,222.026337,81.677063,1339.099365,239.284546,14.441468,1187.680664,233.056946,14.997572,1021.224243,132.342834,32.182419,885.662598,125.323090,66.388763,806.666748,135.673904,4.219323,800.547119,96.610222,49.653450,715.590149,237.615768,414.751068,1336.944702,271.560852,493.336121,1106.853760,249.235474,503.582062,1032.538818,151.290207,489.809357,909.170471,133.044006,468.738098,816.084106,150.926071,533.298218,813.987183,99.597397,493.548615,719.533997,133.277176,149.879700,918.696472,139.243423,395.639587,916.816833,354.998749,192.667847,996.394226,359.784302,309.451172,1003.136169,231.665100,63.707226,718.212708,303.462524,112.202148,444.949707,306.721252,82.635406,296.380005,297.737396,84.944931,78.470139,352.425385,121.720589,31.543705,139.643204,96.744209,39.098320,240.932602,478.047607,666.348938,278.647736,444.547241,460.092743,305.374481,458.606903,319.667175,309.440094,447.804138,70.538918,354.003693,408.175659,28.906769,142.612335,447.721802,39.237328
136,0,171.633347,201.255173,1571.215698,185.150040,335.708252,1549.930664,340.064148,201.791855,1479.988403,347.246429,292.860352,1476.533447,333.713867,249.922806,1366.440308,366.893524,247.525085,1147.260742,184.842697,247.117874,1313.604858,78.991104,251.105728,1153.568726,361.210876,325.908630,1283.002319,222.020660,81.707436,1339.086548,239.296402,14.172007,1187.764893,233.047134,15.104505,1021.204102,132.365585,32.145386,885.672852,125.358421,66.352669,806.613098,135.735260,4.248788,800.550293,96.758392,49.618958,715.603760,237.533432,414.523743,1336.858643,271.518677,493.369629,1106.807495,249.180878,503.616272,1032.540405,151.171738,489.837524,909.180725,133.017471,468.532379,815.880371,150.760452,533.069580,813.811157,99.565765,493.444092,719.492737,133.180237,149.804993,918.733215,139.082993,395.615479,916.737671,354.977753,192.645920,996.385986,359.794037,309.551666,1003.137451,231.700714,63.703106,718.187378,303.451508,112.179855,444.924957,306.748962,82.693214,296.408295,297.735748,85.046707,78.428154,352.421722,121.727524,31.548145,139.598312,96.693886,39.065372,240.887329,478.053467,666.313477,278.600922,444.494324,460.092682,305.350555,458.671356,319.639801,309.405457,447.767548,70.491753,353.975983,408.140015,28.912910,142.607590,447.763550,39.242317
137,0,171.607849,201.140900,1571.244019,185.206085,335.835236,1549.945068,340.121918,201.944489,1479.968384,347.220825,292.905029,1476.499756,333.707947,249.981583,1366.450806,366.898102,247.625977,1147.238403,184.834549,247.126999,1313.579468,78.967583,251.152573,1153.628906,361.179688,325.984192,1283.036987,222.082916,81.707848,1339.173462,237.152969,15.136085,1187.365479,233.122345,15.064349,1021.314392,132.425629,32.177830,885.691528,125.407425,66.367630,806.692200,135.778000,4.287511,800.590759,96.800415,49.694412,715.604614,237.515732,414.564270,1336.833130,271.499786,493.626617,1106.942261,249.106812,503.675568,1032.514648,151.197586,489.886505,909.194336,132.996735,468.742828,815.971069,150.903641,533.342407,813.904053,99.439026,493.360199,719.359070,133.339386,149.943954,918.724426,139.166550,395.640472,916.756897,354.985748,192.753632,996.390137,359.761658,309.626251,1003.136047,231.738693,63.736549,718.192200,303.355652,112.275215,444.946503,306.720154,82.671165,296.378357,297.762787,84.989433,78.459465,352.400482,121.738342,31.543587,139.738617,96.776131,39.017124,240.860321,478.041870,666.284851,278.639496,444.592987,460.072174,305.392303,458.614929,319.669830,309.415833,447.796509,70.525536,353.963654,408.147736,28.883457,142.621124,447.800018,39.293396
138,0,171.700790,201.287735,1571.275391,185.129791,335.825134,1549.949707,340.140015,201.969818,1479.973755,347.204956,292.914368,1476.491455,333.709473,250.021576,1366.438599,366.869965,247.655441,1147.252808,184.816681,247.137268,1313.547852,79.175941,251.369598,1153.611938,361.181274,326.008331,1283.000000,222.112671,81.719376,1339.156738,240.267471,10.545438,1188.891113,233.124954,15.140359,1021.308289,132.527176,32.230888,885.669800,125.420036,66.341965,806.631958,135.876831,4.280231,800.598877,96.852509,49.620548,715.626282,237.457886,414.643372,1336.819702,271.479370,493.802704,1106.940796,249.032700,503.688324,1032.523804,151.177826,489.843414,909.127075,133.118835,469.177399,815.926514,150.771591,533.249390,813.882263,99.455742,493.325500,719.446472,133.420609,149.974075,918.676575,139.268723,395.810974,916.728333,354.985138,192.876465,996.374146,359.720184,309.658325,1003.113159,231.700607,63.708679,718.217346,303.384949,112.260208,444.929016,306.727600,82.676750,296.422150,297.667999,84.789650,78.360481,352.418152,121.740089,31.556942,139.698837,96.795853,39.045586,240.832245,478.063019,666.304260,278.539429,444.562347,460.012604,305.256805,458.718506,319.600494,309.421997,447.790619,70.525490,353.977844,408.172333,28.892040,142.607819,447.814301,39.321712
139,0,171.633499,201.370956,1571.260742,185.221725,335.931641,1549.980225,340.130157,201.961884,1479.947388,347.235413,292.992920,1476.491455,333.727997,250.069351,1366.433716,366.869720,247.653351,1147.263916,184.804474,247.149734,1313.509399,79.223434,251.368011,1153.681641,361.174744,326.074219,1283.002930,222.114685,81.816071,1339.225220,236.513062,15.492661,1186.764160,233.105698,15.194010,1021.324158,132.542618,32.227108,885.690369,125.469772,66.334961,806.642212,136.006165,4.266470,800.554871,96.984161,49.711376,715.597595,237.428864,414.714539,1336.830444,271.419952,493.827057,1106.904541,248.967926,503.756866,1032.515015,151.123428,489.912354,909.130615,132.940048,468.972931,815.884277,150.784393,533.302856,813.865112,99.434296,493.390167,719.383423,133.356049,149.998337,918.675659,139.080002,395.655853,916.848999,355.021423,192.923218,996.358398,359.723114,309.679779,1003.120422,231.711823,63.733913,718.224426,303.342926,112.352280,444.961517,306.725433,82.826073,296.376923,297.760590,85.029404,78.446114,352.429932,121.758369,31.564753,139.653793,96.809769,39.052536,240.805038,478.056244,666.321838,278.609009,444.640900,460.030121,305.289398,458.779358,319.631989,309.432343,447.791260,70.527992,353.982361,408.136108,28.883043,142.634766,447.752411,39.263813
140,0,171.735413,201.365860,1571.314331,185.300537,335.975555,1549.980469,340.190918,202.061157,1479.979492,347.265320,293.029449,1476.473145,333.752441,250.119003,1366.457642,366.867950,247.752106,1147.224976,184.810989,247.155670,1313.536133,79.030426,251.295441,1153.693115,361.164368,326.123505,1283.025391,222.126770,81.769211,1339.188354,240.302231,10.660413,1188.964478,233.178421,14.909920,1021.710388,132.619064,32.236065,885.698547,125.521240,66.358902,806.482422,136.007553,4.266456,800.624268,97.048416,49.658432,715.602966,237.410202,414.716888,1336.804688,271.356232,493.856750,1106.916748,248.883575,503.729706,1032.529785,151.067078,489.864380,909.109741,132.921799,469.109192,815.796814,150.553879,533.325928,813.908203,99.384018,493.324646,719.404968,133.259109,149.932465,918.756958,139.062088,395.557556,916.792603,355.017426,192.887161,996.363281,359.701263,309.742798,1003.115540,231.787445,63.739128,718.289612,303.339996,112.417542,444.992462,306.702515,82.679092,296.346863,297.732727,85.022316,78.441704,352.434479,121.757233,31.586773,139.678513,96.754822,39.038197,240.784790,478.053131,666.317139,278.613220,444.680664,460.100922,305.241791,458.752075,319.560272,309.466461,447.827728,70.541664,353.976715,408.151184,28.889206,142.602051,447.741394,39.250828
141,0,171.780060,201.405273,1571.378540,185.291016,336.075867,1549.995850,340.260071,202.158188,1479.956177,347.300323,293.114410,1476.476074,333.710083,250.227722,1366.439209,366.851654,247.789230,1147.194946,184.796432,247.168564,1313.547852,79.376129,251.474564,1153.702148,361.150940,326.188995,1283.016602,222.153259,81.850471,1339.295410,240.351212,10.695752,1188.998169,233.190018,14.957215,1021.727539,132.588196,32.170681,885.712952,125.537529,66.313065,806.603271,136.038681,4.336240,800.612488,97.115959,49.646523,715.597107,237.388809,414.800323,1336.774414,271.300415,493.962585,1106.934937,248.859512,503.804871,1032.492432,150.996979,489.898285,909.117004,132.877426,469.036743,815.729248,150.668716,533.350586,813.864075,99.392410,493.411774,719.487793,133.339371,150.033051,918.702698,139.102295,395.627991,916.774170,354.999390,192.907730,996.351196,359.699738,309.754669,1003.110168,231.783813,63.744606,718.268127,303.330383,112.436409,444.983643,306.653992,82.839417,296.272675,297.753632,85.027321,78.466293,352.411499,121.753876,31.564545,139.690125,96.779778,39.002079,240.768280,478.055481,666.294189,278.545258,444.661469,460.016357,305.198639,458.791626,319.555267,309.434753,447.821655,70.524712,353.969818,408.149475,28.891962,142.592682,447.778046,39.255135
142,0,171.877274,201.444931,1571.344238,185.392807,336.157837,1550.000366,340.293091,202.188232,1479.949463,347.330750,293.180420,1476.480469,333.786163,250.347885,1366.478027,366.825806,247.798599,1147.217285,184.796448,247.170853,1313.530518,79.196793,251.429260,1153.614624,361.149994,326.312378,1283.009644,222.219421,81.907448,1339.386475,237.366455,14.922287,1187.564453,233.195557,14.997158,1021.751038,132.632263,32.188484,885.725830,125.574516,66.325035,806.605652,136.083267,4.203435,800.669495,97.177284,49.594524,715.655640,237.379929,414.842804,1336.772461,271.257538,494.011230,1106.946655,248.793076,503.803436,1032.498169,151.014481,489.918243,909.105591,132.838318,468.944305,815.799683,150.553680,533.393555,813.939392,99.324333,493.308350,719.452515,133.311386,150.021957,918.429932,139.050720,395.629517,916.780762,354.982208,192.946960,996.341675,359.682983,309.775269,1003.102661,231.768646,63.771145,718.210388,303.486633,111.947708,444.830536,306.575195,82.990646,296.331573,297.691772,85.120338,78.460579,352.420227,121.750847,31.582727,139.661057,96.795494,39.092422,240.751343,478.071564,666.306213,278.551575,444.629822,460.047974,305.233765,458.825684,319.609711,309.466553,447.830078,70.559883,353.990662,408.157196,28.904037,142.594009,447.724365,39.221336
143,0,171.991531,201.634583,1571.416504,185.494125,336.276031,1550.031616,340.445526,202.412415,1480.000732,347.348297,293.208221,1476.474365,333.792023,250.403046,1366.473389,366.840027,247.848892,1147.196289,184.795166,247.207764,1313.610962,79.170609,251.399048,1153.591675,361.149384,326.410309,1283.011353,222.219299,81.903778,1339.365967,239.544281,11.957196,1188.626953,233.214752,15.032946,1021.769165,132.597931,32.176098,885.736084,125.560867,66.464539,806.709900,136.082703,4.197846,800.705017,97.230026,49.570282,715.652222,237.320084,414.862885,1336.788940,271.191254,494.030762,1106.883179,248.753464,503.835571,1032.495972,150.858170,489.717865,909.068970,132.789642,468.802277,815.854126,150.530930,533.439331,813.873169,99.309525,493.353760,719.413208,133.251389,149.949936,918.532288,139.019943,395.709351,916.742371,354.985748,193.032181,996.322754,359.673035,309.789398,1003.101685,231.756912,63.810551,718.198181,303.498444,112.349030,445.070465,306.698181,82.843155,296.404724,297.718842,85.118484,78.513626,352.426025,121.768723,31.601299,139.627579,96.818428,39.015945,240.709045,478.085175,666.321960,278.536194,444.626495,460.027527,305.226532,458.818542,319.647552,309.428955,447.794220,70.528450,353.976715,408.143860,28.890560,142.597824,447.742096,39.204693
144,0,172.077896,201.647797,1571.448853,185.508606,336.347290,1550.042603,340.405396,202.330292,1479.959961,347.381378,293.275574,1476.453369,333.852509,250.511917,1366.489502,366.799744,247.867310,1147.227173,184.821228,247.173859,1313.494263,79.166779,251.445953,1153.668823,361.129700,326.374969,1282.996704,222.277664,82.027847,1339.374390,240.425964,10.848074,1189.073730,233.248688,15.018893,1021.819946,132.580933,32.171600,885.773682,125.534088,66.250565,806.721497,136.176147,4.172779,800.719788,97.242378,49.509575,715.652771,237.312607,414.888977,1336.789063,271.168121,494.098694,1106.862061,248.706802,503.895691,1032.501953,151.044052,489.981812,909.107056,132.771271,468.983948,815.896484,150.480072,533.253174,813.829224,99.292679,493.395691,719.488525,133.213516,149.966461,918.691528,139.129822,395.769836,916.800842,354.958923,193.011505,996.316467,359.669556,309.857635,1003.117310,231.811111,63.771976,718.287231,303.391418,112.388611,444.971771,306.673248,82.719803,296.368225,297.728394,84.992722,78.463913,352.410065,121.762619,31.567999,139.615280,96.733215,39.045349,240.689453,478.079498,666.299133,278.561188,444.628479,460.067139,305.264984,458.842590,319.672241,309.461792,447.810120,70.546471,353.960754,408.145355,28.887276,142.598114,447.765167,39.242271
