Devices
1000
,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
216,1,-0.434951,-1.74247,-709.191,10108.7,33546.1,-148.982,279.302,239.746,0
216,2,-0.39155,-1.94642,-709.827,7293.45,33128.2,-156.79,278.671,243.725,0
216,3,-0.394791,-1.93998,-709.794,7314.45,33510.5,-156.306,279.212,243.695,0
216,4,-0.366032,2.42096,-705.982,7481.62,33523.2,-139.263,279.484,243.403,0
216,5,-0.384129,-1.82174,-709.253,6735.09,33351.3,-157.227,279.023,244.504,0
216,6,-0.399719,-2.12302,-709.394,7304.69,33994.2,-156.357,279.92,243.703,0
216,7,-0.393546,-1.79539,-709.658,7315.63,33481.8,-155.779,279.18,243.691,0
216,8,-0.393347,-1.6855,-709.983,7329.87,33529.6,-155.395,279.226,243.676,0
216,9,-0.395273,-1.96271,-709.932,7318.37,33543.7,-156.382,279.249,243.691,0
217,0,-0.395711,-2.0611,-716.854,7292.31,33544,-158.757,278.793,243.827,0
217,1,-0.396438,-1.77955,-709.328,7576.96,33372.3,-155.145,279.048,243.318,0
217,2,-0.386758,-1.76753,-709.349,6845.66,33528.6,-156.62,279.267,244.349,0
217,3,-0.394818,-1.86267,-709.842,7336.53,33543.2,-155.958,279.254,243.665,0
217,4,-0.395211,-1.96453,-711.262,7313.87,33539.8,-156.78,279.155,243.717,0
217,5,-0.398597,-2.62611,-709.823,7285.37,33422.7,-158.922,279.086,243.736,0
217,6,-0.397118,-2.12513,-714.288,7308.32,33640.9,-158.119,279.097,243.768,0
217,7,-0.394621,-2.07456,-709.429,7201.81,33579.4,-156.868,279.333,243.848,0
217,8,-0.397284,-2.10525,-709.423,7386.98,33541.5,-156.591,279.28,243.587,0
217,9,-0.396025,-2.03933,-709.517,7338.37,33532.7,-156.503,279.261,243.657,0
218,0,-0.396544,-2.10611,-709.745,7340.3,33533.7,-156.801,279.248,243.658,0
218,1,-0.396805,-2.04344,-703.742,7351.51,33616.4,-154.76,279.768,243.554,0
218,2,-0.397643,-2.24949,-709.878,7366.79,33492.3,-157.333,279.18,243.622,0
218,3,-0.398808,-2.24973,-709.742,7409.13,33561.6,-157.125,279.287,243.561,0
218,4,-0.398312,-2.22057,-712.814,7396.84,33541.4,-157.943,279.055,243.623,0
218,5,-0.396473,-2.22871,-688.733,7418.47,33308,-151.333,280.361,243.229,0
218,6,-0.388479,-2.10203,-709.439,6757.5,33608.8,-157.957,279.374,244.475,0
218,7,-0.394687,-2.16526,-710.483,7156.28,33588.6,-157.586,279.276,243.928,0
218,8,-0.398815,-2.26097,-709.696,7399.37,33570.7,-157.165,279.303,243.574,0
218,9,-0.399266,-2.272,-709.193,7399.07,33620,-157.01,279.406,243.567,0
219,0,-0.401872,-2.33615,-709.187,7564.19,33582.2,-156.899,279.353,243.334,0
219,1,-0.399624,-2.21922,-709.338,7364.83,33779.3,-156.774,279.621,243.617,0
219,2,-0.401113,-2.80525,-709.414,7274.12,33603.1,-159.28,279.367,243.746,0
219,3,-0.398731,-2.08418,-710.158,7458.37,33609.6,-156.489,279.327,243.498,0
219,4,-0.399611,-2.19527,-710.522,7467.77,33601.8,-156.975,279.292,243.49,0
219,5,-0.384197,0.285574,-710.621,7557.97,33735,-147.802,279.473,243.364,0
219,6,-0.397905,-2.18335,-708.692,7346.71,33627.4,-156.664,279.45,243.633,0
219,7,-0.399954,-2.26236,-709.974,7423.23,33669.8,-157.09,279.424,243.544,0
219,8,-0.399686,-2.23966,-709.973,7433.33,33637.1,-157.02,279.378,243.53,0
219,9,-0.399878,-2.27316,-710.064,7427.32,33642.1,-157.174,279.379,243.54,0
220,0,-0.398718,-2.05173,-710.389,7455.29,33643.2,-156.41,279.359,243.505,0
220,1,-0.396358,-2.26268,-710.796,7277.7,33482.3,-157.856,279.105,243.761,0
220,2,-0.40172,-2.3922,-708.456,7492.07,33649.5,-156.986,279.497,243.425,0
220,3,-0.401306,-2.38206,-709.464,7487.82,33611.6,-157.285,279.376,243.446,0
220,4,-0.399487,-2.27297,-710.155,7417.84,33609.9,-157.255,279.328,243.555,0
220,5,-0.402247,-2.68228,-709.46,7400.69,33621.5,-158.545,279.39,243.569,0
220,6,-0.400665,-2.10443,-718.635,7603.53,33545.7,-158.702,278.68,243.42,0
220,7,-0.401394,-2.29632,-710.25,7468.9,33736.1,-157.114,279.499,243.484,0
220,8,-0.400818,-2.32898,-710.156,7443.88,33679.8,-157.321,279.426,243.518,0
220,9,-0.400334,-2.30519,-709.832,7463.06,33603.8,-157.181,279.34,243.486,0
221,0,-0.403058,-2.69408,-710.33,7447.05,33624.9,-158.724,279.337,243.516,0
221,1,-0.400257,-2.31678,-710.519,7467.22,33573.9,-157.439,279.253,243.491,0
221,2,-0.405225,-2.00373,-710.384,7877.7,33721.1,-155.186,279.469,242.911,0
221,3,-0.398838,-2.02911,-710.343,7479.5,33633.6,-156.271,279.348,243.471,0
221,4,-0.401182,-2.417,-711.158,7486.44,33562.6,-157.946,279.194,243.473,0
221,5,-0.401784,-2.51573,-709.828,7458.95,33604,-157.94,279.341,243.492,0
221,6,-0.40653,-2.95902,-708.266,7469.15,33789.3,-158.86,279.707,243.454,0
221,7,-0.398841,-2.28376,-709.697,7375.23,33598.8,-157.272,279.342,243.608,0
221,8,-0.39993,-2.2716,-709.924,7468.97,33571.5,-157.107,279.289,243.479,0
221,9,-0.398571,-2.20671,-710.431,7401.84,33583,-157.161,279.271,243.581,0
222,0,-0.399897,-2.28358,-710.245,7449.98,33591.5,-157.264,279.296,243.511,0
222,1,-0.398844,-2.27598,-712.356,7385.33,33581.6,-157.994,279.142,243.633,0
222,2,-0.401094,-2.3818,-710.011,7506.27,33548.5,-157.464,279.251,243.428,0
222,3,-0.399698,-2.25075,-710.658,7456.05,33583.8,-157.258,279.257,243.508,0
222,4,-0.400158,-2.46035,-709.92,7404.98,33548.5,-157.951,279.257,243.569,0
222,5,-0.401479,-2.43948,-711.204,7485.61,33581.5,-158.021,279.218,243.475,0
222,6,-0.40717,-3.33278,-707.657,7433.73,33596,-160.306,279.475,243.495,0
222,7,-0.400659,-2.47159,-710.012,7423.29,33567.5,-157.955,279.277,243.545,0
222,8,-0.40026,-2.40511,-710.105,7430.73,33563.1,-157.732,279.265,243.536,0
222,9,-0.398215,-2.18258,-710.061,7434.98,33497.4,-156.985,279.175,243.529,0
223,0,-0.399658,-2.38217,-709.463,7408.16,33551.2,-157.532,279.291,243.558,0
223,1,-0.397873,-2.30641,-709.332,7294.93,33606.9,-157.425,279.378,243.716,0
223,2,-0.388607,-2.03525,-710.262,6825.49,33555.9,-157.852,279.244,244.39,0
223,3,-0.397957,-2.16218,-710.431,7394.24,33559.7,-157.045,279.238,243.592,0
223,4,-0.398545,-2.27202,-710.335,7408.03,33508,-157.432,279.172,243.571,0
223,5,-0.399447,-2.16147,-710.659,7492.34,33565,-156.876,279.231,243.457,0
223,6,-0.396572,-2.20446,-708.46,7298.59,33528.6,-156.888,279.326,243.698,0
223,7,-0.398404,-2.15077,-710.659,7436.69,33546.5,-156.985,279.205,243.536,0
223,8,-0.397486,-2.16166,-710.613,7393.97,33499.8,-157.158,279.142,243.595,0
223,9,-0.397519,-2.15174,-710.387,7357.46,33582.9,-157.055,279.274,243.643,0
224,0,-0.39875,-2.3161,-709.877,7392.19,33524.9,-157.478,279.226,243.587,0
224,1,-0.394634,-1.73851,-708.88,7397.39,33520.3,-155.126,279.286,243.565,0
224,2,-0.372346,-2.15174,-709.676,7409.32,30253.8,-160.247,274.631,243.56,0
224,3,-0.398072,-2.20562,-709.971,7392.23,33539.2,-157.095,279.24,243.588,0
224,4,-0.396933,-2.05082,-710.523,7403.32,33513.3,-156.702,279.167,243.581,0
224,5,-0.401122,-2.73139,-705.878,7373.89,33490.4,-157.903,279.445,243.554,0
224,6,-0.398741,-2.29431,-717.811,7376.18,33557.2,-159.655,278.749,243.724,0
224,7,-0.398898,-2.31717,-710.382,7387.72,33550.3,-157.609,279.229,243.6,0
224,8,-0.397202,-2.13879,-709.88,7380.84,33510.8,-156.887,279.206,243.603,0
224,9,-0.397305,-2.08444,-710.615,7402.04,33532.3,-156.83,279.188,243.584,0
225,0,-0.397774,-2.0175,-711.027,7474.81,33515.1,-156.56,279.136,243.487,0
225,1,-0.39569,-1.96027,-707.824,7327.62,33586.4,-155.709,279.45,243.648,0
225,2,-0.396563,-2.08527,-710.8,7350.71,33533.2,-157.002,279.177,243.659,0
225,3,-0.396959,-2.15148,-711.118,7366.46,33492.6,-157.336,279.098,243.641,0
225,4,-0.397028,-2.05061,-710.249,7403.34,33526.1,-156.609,279.203,243.576,0
225,5,-0.39457,-1.78697,-711.448,7358.63,33535.6,-156.101,279.137,243.657,0
225,6,-0.404664,-2.96297,-711.2,7380.47,33708.2,-159.996,279.396,243.623,0
225,7,-0.395522,-1.88621,-711.307,7377.76,33530.4,-156.377,279.139,243.628,0
225,8,-0.396072,-1.97408,-710.984,7383.26,33510.5,-156.607,279.133,243.615,0
225,9,-0.395951,-2.10778,-711.12,7316.98,33497.3,-157.289,279.105,243.711,0
226,0,-0.395313,-1.97461,-710.711,7322.62,33528.2,-156.652,279.176,243.697,0
226,1,-0.398373,-1.96262,-710.756,7496.19,33602.5,-156.145,279.277,243.453,0
226,2,-0.40393,-1.98766,-710.837,7355.67,34559.5,-155.57,280.618,243.652,0
226,3,-0.395816,-1.95169,-711.075,7388.75,33487.5,-156.565,279.094,243.609,0
226,4,-0.395328,-1.94168,-711.535,7356.63,33494.1,-156.726,279.073,243.661,0
226,5,-0.394248,-1.74179,-711.218,7374.31,33506.6,-155.869,279.112,243.631,0
226,6,-0.394441,-2.04763,-710.652,7383.3,33234,-157.067,278.765,243.611,0
226,7,-0.395737,-1.98575,-710.574,7331.6,33555.6,-156.603,279.223,243.682,0
226,8,-0.395533,-1.92967,-710.984,7375.7,33496.5,-156.481,279.113,243.626,0
226,9,-0.394558,-1.91904,-710.711,7310.81,33504.9,-156.506,279.143,243.713,0
227,0,-0.394528,-1.74275,-711.357,7365.24,33558.5,-155.878,279.175,243.646,0
227,1,-0.392559,-1.70945,-711.86,7305.47,33448.7,-156.155,278.988,243.738,0
227,2,-0.395734,-1.91817,-711.441,7418.03,33451.5,-156.52,279.019,243.573,0
227,3,-0.39463,-1.8646,-711.903,7350.54,33486.2,-156.578,279.038,243.675,0
227,4,-0.392871,-1.64349,-711.36,7308.64,33544.6,-155.669,279.156,243.726,0
227,5,-0.39463,-1.93091,-711.307,7310.42,33502.6,-156.72,279.1,243.723,0
227,6,-0.391524,-1.7817,-713.7,7140.09,33559.4,-157.198,279.022,243.996,0
227,7,-0.390307,-1.65758,-711.686,7112.29,33574.5,-156.231,279.176,244.006,0
227,8,-0.392683,-1.7884,-711.267,7223.27,33549.2,-156.351,279.168,243.845,0
227,9,-0.393833,-1.94239,-710.942,7244.6,33515.3,-156.795,279.142,243.81,0
228,0,-0.393264,-1.84305,-711.036,7244.2,33534.3,-156.448,279.163,243.812,0
228,1,-0.39151,-1.7607,-692.829,7261.91,33390.1,-151.098,280.194,243.518,0
228,2,-0.3931,-1.74311,-711.403,7290.35,33516.9,-156.108,279.114,243.752,0
228,3,-0.392607,-1.78898,-712.046,7232.58,33519.7,-156.584,279.075,243.843,0
228,4,-0.391814,-1.64536,-711.73,7220.13,33574.3,-155.953,279.173,243.856,0
228,5,-0.395168,-2.09771,-710.665,7238.29,33556.4,-157.242,279.218,243.815,0
228,6,-0.421965,-1.88981,-711.48,7261.84,37142,-152.894,284.204,243.793,0
228,7,-0.393558,-1.80043,-711.133,7227.91,33642,-156.247,279.308,243.836,0
228,8,-0.392806,-1.88904,-711.359,7172.53,33568.5,-156.832,279.189,243.917,0
228,9,-0.391683,-1.67978,-711.686,7167.63,33625.7,-156.129,279.248,243.929,0
229,0,-0.391392,-1.65727,-712.097,7187.03,33571.3,-156.179,279.144,243.907,0
229,1,-0.390367,-1.80338,-712.098,7031.76,33599.9,-157.026,279.184,244.125,0
229,2,-0.389851,-1.78561,-711.26,7170.64,33288.1,-156.735,278.802,243.918,0
229,3,-0.393819,-2.07914,-711.542,7113.67,33634.9,-157.628,279.271,244.002,0
229,4,-0.391318,-1.60251,-711.14,7147.76,33688.7,-155.678,279.373,243.949,0
229,5,-0.390268,-1.5042,-712.105,7128.66,33678.6,-155.655,279.295,243.989,0
229,6,-0.39186,-1.61896,-711.93,7045.89,33934.8,-155.935,279.666,244.103,0
229,7,-0.389137,-1.70012,-711.863,7100.31,33407.4,-156.637,278.93,244.026,0
229,8,-0.393803,-1.95844,-712.005,7137.8,33697.3,-157.207,279.327,243.975,0
229,9,-0.392008,-1.83536,-711.364,7105.18,33643.3,-156.718,279.294,244.012,0
230,0,-0.391956,-1.69265,-711.69,7125.66,33728.4,-156.164,279.392,243.988,0
230,1,-0.373423,-1.83214,-711.951,5730.02,33869.1,-159.789,279.572,245.952,0
230,2,-0.374578,-1.56825,-711.809,7059.44,31737.1,-158.007,276.587,244.082,0
230,3,-0.38881,-1.56089,-711.969,7000.3,33683.2,-156.109,279.31,244.168,0
230,4,-0.391192,-1.78199,-711.872,7047.13,33696.9,-156.748,279.336,244.101,0
230,5,-0.389087,-1.74638,-679.038,7036.64,33549.1,-147.481,281.407,243.637,0
230,6,-0.38717,-1.74218,-711.536,7046.14,33219.6,-157.017,278.687,244.097,0
230,7,-0.389565,-1.68384,-711.329,6939.59,33783.5,-156.399,279.493,244.244,0
230,8,-0.390671,-1.69415,-711.693,7023.08,33756.8,-156.376,279.432,244.132,0
230,9,-0.387634,-1.51761,-711.515,6913.64,33737.5,-155.967,279.417,244.283,0
231,0,-0.388883,-1.50699,-711.974,6979.74,33781.2,-155.861,279.447,244.197,0
231,1,-0.392963,-1.69336,-711.738,7154.04,33803.2,-156.037,279.494,243.949,0
231,2,-0.388202,-1.45266,-711.84,6930.95,33836.7,-155.683,279.534,244.263,0
231,3,-0.389031,-1.63969,-711.148,6918.13,33796.8,-156.225,279.524,244.272,0
231,4,-0.382565,-1.3667,-711.5,6921.75,33210.2,-155.962,278.676,244.272,0
231,5,-0.387578,-2.17601,-711.694,6564.49,33786.6,-159.116,279.473,244.776,0
231,6,-0.389538,-1.74631,-711.985,6742.8,34094.7,-156.931,279.887,244.53,0
231,7,-0.388756,-1.64193,-711.336,6848.59,33891.1,-156.347,279.644,244.372,0
231,8,-0.388123,-1.53154,-711.933,6867.22,33874.7,-156.097,279.581,244.354,0
231,9,-0.389346,-1.75378,-711.656,6820.79,33915.9,-156.874,279.658,244.416,0
232,0,-0.387206,-1.62648,-715.556,6752.01,33880.5,-157.722,279.349,244.564,0
232,1,-0.406262,-1.63934,-711.676,8061.78,33837.5,-153.707,279.546,242.672,0
232,2,-0.384407,-1.12228,-711.988,6814.3,33874.7,-154.773,279.578,244.429,0
232,3,-0.385995,-1.50019,-711.526,6710.08,33929.4,-156.172,279.685,244.569,0
232,4,-0.388563,-1.79868,-711.428,6744.23,33919.9,-157.141,279.679,244.52,0
232,5,-0.393968,-1.4799,-711.607,6725.75,34942,-155.018,281.103,244.549,0
232,6,-0.38652,-1.58826,-711.386,6715.58,33905.6,-156.459,279.661,244.56,0
232,7,-0.385585,-1.44547,-711.62,6693.87,33957.8,-156.011,279.719,244.594,0
232,8,-0.3866,-1.57929,-712.305,6697.75,33956,-156.676,279.671,244.597,0
232,9,-0.3874,-1.62238,-711.479,6723.87,33971.3,-156.519,279.747,244.549,0
233,0,-0.38945,-1.61698,-711.722,6670.14,34341,-156.302,280.251,244.628,0
233,1,-0.386212,-1.44716,-712.265,6698.96,34025.7,-156.116,279.771,244.595,0
233,2,-0.388662,-1.86765,-711.615,6662.62,34023.6,-157.518,279.812,244.637,0
233,3,-0.38842,-1.83644,-712.58,6640.97,34060.2,-157.692,279.798,244.68,0
233,4,-0.387031,-1.41362,-711.762,6737.93,34088.8,-155.698,279.894,244.533,0
233,5,-0.385858,-1.47231,-712.18,6586.68,34170.4,-156.287,279.98,244.751,0
233,6,-0.38845,-1.66269,-711.633,6565.7,34369,-156.65,280.296,244.774,0
233,7,-0.387833,-1.74794,-711.851,6612.19,34122.5,-157.169,279.935,244.711,0
233,8,-0.386641,-1.57089,-711.627,6601.03,34154.2,-156.466,279.995,244.724,0
233,9,-0.386597,-1.49345,-711.903,6632.35,34159.8,-156.19,279.984,244.684,0
234,0,-0.384975,-1.5614,-711.95,6494.15,34151.1,-156.772,279.968,244.878,0
234,1,-0.384802,-1.5294,-712.228,6472.46,34198.9,-156.736,280.017,244.912,0
234,2,-0.385885,-1.48421,-711.999,6553.78,34225.7,-156.295,280.07,244.795,0
234,3,-0.384088,-1.32807,-711.359,6527.31,34190.4,-155.654,280.063,244.824,0
234,4,-0.39005,-1.97386,-713.639,6585.13,34246.7,-158.414,279.989,244.773,0
234,5,-0.384206,-1.69025,-712.394,6547.8,33831,-157.573,279.489,244.809,0
234,6,-0.38648,-1.49629,-711.864,6544.37,34309.2,-156.234,280.196,244.807,0
234,7,-0.385158,-1.3854,-712.186,6534.78,34259.1,-156.004,280.104,244.824,0
234,8,-0.385637,-1.51915,-712.367,6496.63,34269.4,-156.61,280.106,244.88,0
234,9,-0.386791,-1.68782,-713.741,6476.03,34298.5,-157.618,280.055,244.927,0
235,0,-0.384374,-1.48641,-711.82,6414.03,34295.4,-156.5,280.18,244.989,0
235,1,-0.38639,-1.51966,-712.323,6515.59,34329.8,-156.492,280.194,244.853,0
235,2,-0.386506,-1.44399,-712.284,6491.45,34460.3,-156.128,280.38,244.886,0
235,3,-0.386225,-1.43292,-712.421,6487.17,34442.2,-156.156,280.345,244.894,0
235,4,-0.383291,-1.22114,-712.193,6448.71,34333.9,-155.538,280.209,244.945,0
235,5,-0.395307,-2.9304,-712.44,6359.56,34472,-161.767,280.386,245.074,0
235,6,-0.358082,-1.70635,-712.059,6422.8,30699.9,-161.126,275.114,244.98,0
235,7,-0.386274,-1.64275,-711.866,6417.36,34389,-156.964,280.308,244.985,0
235,8,-0.384922,-1.4882,-711.642,6381.96,34425.4,-156.392,280.375,245.032,0
235,9,-0.384672,-1.43372,-712.468,6393.69,34419.3,-156.411,280.31,245.026,0
236,0,-0.386053,-1.68839,-712.371,6373.62,34400.6,-157.358,280.29,245.053,0
236,1,-0.38215,-1.46271,-712.456,6386,34083.4,-156.883,279.839,245.037,0
236,2,-0.384041,-1.53287,-712.464,6347.11,34335.6,-156.959,280.193,245.091,0
236,3,-0.383278,-1.58409,-712.133,6399.58,34091.5,-157.185,279.872,245.014,0
236,4,-0.383831,-0.945246,-712.203,6535.73,34492,-154.19,280.43,244.823,0
236,5,-0.387166,-1.54953,-714.078,6390.35,34635.9,-157.061,280.504,245.051,0
236,6,-0.385246,-1.34604,-712.427,6421.23,34521.6,-155.916,280.456,244.987,0
236,7,-0.383172,-1.31398,-712.521,6305.82,34503.7,-156.112,280.425,245.15,0
236,8,-0.384978,-1.46858,-712.471,6350.72,34508.1,-156.541,280.434,245.086,0
236,9,-0.385576,-1.48293,-714.673,6364.73,34540.4,-157.151,280.33,245.094,0
237,0,-0.383883,-1.33638,-712.247,6314.46,34558.5,-156.036,280.52,245.134,0
237,1,-0.385628,-1.45811,-712.428,6365.5,34573.2,-156.389,280.529,245.065,0
237,2,-0.385787,-1.54593,-711.921,6347.6,34547.9,-156.626,280.528,245.084,0
237,3,-0.385288,-1.45848,-712.383,6337.53,34582.4,-156.432,280.545,245.104,0
237,4,-0.385231,-1.78115,-712.881,6207.19,34524.5,-158.085,280.43,245.293,0
237,5,-0.385894,-1.34296,-712.447,6227.81,34974.8,-155.876,281.091,245.259,0
237,6,-0.384141,-1.39175,-712.337,6312.1,34544.9,-156.279,280.495,245.139,0
237,7,-0.384806,-1.37077,-712.25,6313.51,34647.2,-156.068,280.645,245.136,0
237,8,-0.383622,-1.28293,-712.39,6270.59,34657.1,-155.882,280.649,245.198,0
237,9,-0.384553,-1.3825,-712.525,6289.75,34648.4,-156.241,280.628,245.173,0
238,0,-0.383509,-1.22852,-712.851,6273.11,34686.9,-155.782,280.659,245.2,0
238,1,-0.382239,-1.41343,-712.746,6245.2,34406.9,-156.772,280.274,245.238,0
238,2,-0.412984,-1.40688,-712.1,6275.75,38304,-152.382,285.79,245.187,0
238,3,-0.383193,-1.20584,-711.936,6246.06,34720.6,-155.468,280.769,245.227,0
238,4,-0.386845,-1.30834,-707.208,6436.96,34742.8,-154.03,281.127,244.898,0
238,5,-0.381591,-1.30253,-712.684,5940.38,35004.5,-156.427,281.117,245.665,0
238,6,-0.384388,-1.08775,-712.405,6252.42,34969.6,-154.902,281.087,245.224,0
238,7,-0.38302,-1.15181,-712.26,6230.02,34777.9,-155.343,280.828,245.253,0
238,8,-0.385301,-1.4272,-711.748,6269.58,34743.3,-156.126,280.814,245.191,0
238,9,-0.385568,-1.38878,-708.355,6312.48,34738.6,-154.933,281.041,245.089,0
239,0,-0.38385,-1.16251,-712.031,6267,34804.9,-155.203,280.881,245.198,0
