,,Group 3 S:LFHD,,,Group 3 S:RFHD,,,Group 3 S:LBHD,,,Group 3 S:RBHD,,,Group 3 S:C7,,,Group 3 S:T10,,,Group 3 S:CLAV,,,Group 3 S:STRN,,,Group 3 S:RBAK,,,Group 3 S:LSHO,,,Group 3 S:LUPA,,,Group 3 S:LELB,,,Group 3 S:LFRM,,,Group 3 S:LWRA,,,Group 3 S:LWRB,,,Group 3 S:LFIN,,,Group 3 S:RSHO,,,Group 3 S:RUPA,,,Group 3 S:RELB,,,Group 3 S:RFRM,,,Group 3 S:RWRA,,,Group 3 S:RWRB,,,Group 3 S:RFIN,,,Group 3 S:LASI,,,Group 3 S:RASI,,,Group 3 S:LPSI,,,Group 3 S:RPSI,,,Group 3 S:LTHI,,,Group 3 S:LKNE,,,Group 3 S:LTIB,,,Group 3 S:LANK,,,Group 3 S:LHEE,,,Group 3 S:LTOE,,,Group 3 S:RTHI,,,Group 3 S:RKNE,,,Group 3 S:RTIB,,,Group 3 S:RANK,,,Group 3 S:RHEE,,,Group 3 S:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
157,0,193.700455,188.821533,1569.563354,209.004105,324.457916,1556.520386,365.660980,192.912750,1485.850464,373.537201,283.855042,1487.294312,358.245972,243.878052,1370.741699,392.254669,232.401596,1152.743896,207.436676,240.466751,1319.197266,103.026466,242.560593,1159.175903,388.479248,316.194885,1286.005859,243.899857,74.014893,1351.472900,256.861938,-0.893742,1204.120239,252.704834,-1.779891,1035.668213,151.841965,23.143610,900.072693,147.029327,57.315357,820.162415,151.072678,-4.932107,815.049072,118.699654,44.874577,728.736877,266.453857,407.992279,1336.283569,315.876282,483.669098,1110.415649,300.725006,496.796722,1035.497925,204.092285,494.549255,910.786316,183.508453,477.772339,819.072327,209.328369,538.835938,815.465576,152.572845,502.114410,723.497314,164.836731,136.460403,921.882690,172.052704,379.458038,914.285278,384.442078,178.004395,1000.390991,390.896362,296.401611,1005.187134,262.009338,48.515755,720.317139,313.413025,103.598923,444.050934,316.441498,74.170242,296.515686,315.162781,77.493553,77.125389,371.970642,114.688065,31.257824,162.916275,99.804184,43.785923,270.799835,463.071686,664.730042,300.946716,426.854095,457.654083,328.438843,441.521759,318.851959,341.048462,433.536285,71.128159,383.452881,391.057343,29.929232,173.298645,442.202606,37.624535
158,0,193.710007,188.873245,1569.603760,209.053284,324.484955,1556.504272,365.762970,192.975372,1485.870117,373.604462,283.911255,1487.285767,358.356628,243.961014,1370.761475,392.295776,232.402481,1152.769165,207.573624,240.775055,1319.099121,103.056885,242.524048,1159.076904,388.526276,316.220642,1285.983643,244.038483,73.848106,1351.418335,256.911835,-0.879285,1204.150879,252.704834,-1.753765,1035.710449,151.765701,23.214563,900.171265,146.837997,57.429649,820.254944,150.835190,-4.807887,815.143372,118.356544,44.939686,728.941772,266.513794,407.881866,1336.109375,315.735626,483.744476,1110.383545,300.552521,496.908356,1035.458496,203.682037,494.441528,910.812134,182.902054,478.166351,819.137024,208.977829,538.778137,815.611328,151.840256,502.012665,723.764160,164.814316,136.357208,921.917236,172.151169,379.427429,914.540833,384.466095,178.008438,1000.404846,390.895050,296.400421,1005.158325,262.162689,48.282211,720.476807,313.465759,103.569702,444.018341,316.483154,74.240669,296.577454,315.047943,76.845528,77.145599,371.929535,114.693748,31.228119,162.561371,99.561417,43.235832,270.845276,463.118225,664.737671,301.051147,426.845062,457.654785,328.479889,441.746857,318.863556,341.056152,433.548279,71.128952,383.430054,391.069244,29.918638,173.273560,442.266022,37.678837
159,0,193.783234,188.906754,1569.591797,209.067200,324.565430,1556.493774,365.888763,193.029175,1485.874023,373.682037,284.013733,1487.307617,358.368561,243.988846,1370.709229,392.308807,232.383636,1152.736572,207.647751,240.781662,1319.091431,103.070587,242.416580,1159.133911,388.554779,316.218536,1285.965942,244.040878,74.157227,1351.438232,256.997437,-0.829876,1204.167603,252.689667,-1.679905,1035.693115,151.636551,23.416693,900.264709,146.754700,57.668358,820.456360,150.625687,-4.631104,815.217957,118.143158,45.200001,729.051941,266.556641,407.912292,1336.075684,315.656891,483.838837,1110.343018,300.350067,496.958893,1035.381836,203.409317,494.446350,910.894653,182.342148,478.002167,819.121033,208.413071,538.942993,815.862915,150.992783,501.628510,723.792786,164.869354,136.445007,921.872070,172.227982,379.381561,914.554016,384.479523,177.979202,1000.411011,390.956299,296.222046,1005.217224,262.026733,48.518677,720.378052,313.438141,103.568230,443.995117,316.507599,74.137428,296.501373,315.183838,77.560127,77.161026,371.947296,114.679039,31.255804,162.554901,99.920769,43.329315,270.916595,463.119141,664.751953,301.074219,426.816162,457.631714,328.513763,441.713959,318.893768,341.097839,433.545044,71.156342,383.465485,391.068665,29.938398,173.264633,442.246124,37.683704
160,0,193.823837,188.988754,1569.644287,209.116699,324.614532,1556.445313,365.985138,193.079834,1485.923584,373.737732,284.039001,1487.297607,358.386169,244.026489,1370.668091,392.332275,232.441208,1152.721191,207.705368,240.768982,1319.079712,103.105347,242.441360,1159.077759,388.627441,316.285828,1285.914673,244.109009,74.130463,1351.483643,257.061646,-0.824159,1204.174561,252.706085,-1.682765,1035.723267,151.530960,23.429544,900.347778,146.711563,57.839180,820.655701,150.443787,-4.536731,815.322021,117.899040,45.287209,729.102478,266.555267,408.043732,1336.244751,315.489807,483.771240,1110.299561,300.185272,497.021515,1035.357178,203.045212,494.436188,911.028992,181.803360,477.997864,819.421814,207.922592,538.974365,816.024475,150.342422,501.548218,723.963928,164.833328,136.418228,921.895020,172.289429,379.637726,914.545288,384.485657,177.882034,1000.416138,390.856323,296.431000,1005.139099,262.105408,48.446896,720.412842,313.504883,103.624580,444.054321,316.418335,74.364868,296.543457,315.092133,77.361702,77.094017,371.954407,114.691719,31.239557,162.415222,99.818329,43.224613,270.985840,463.195557,664.764465,301.111542,426.939941,457.660248,328.489441,441.548126,318.841156,341.109161,433.541199,71.155045,383.478760,391.059753,29.904713,173.252167,442.209198,37.666439
161,0,193.838455,189.016754,1569.717285,209.179504,324.681854,1556.430420,366.069275,193.157242,1485.988525,373.803101,284.089966,1487.318237,358.424408,244.019913,1370.657837,392.356079,232.441956,1152.723389,207.771454,240.739731,1319.051270,103.167709,242.471725,1159.110107,388.682129,316.318939,1285.891113,244.265381,73.943642,1351.473755,257.088715,-0.795701,1204.187744,252.717041,-1.680737,1035.716553,151.471069,23.458122,900.408997,146.551590,57.934002,820.673645,150.277924,-4.518832,815.298218,117.667030,45.476833,729.176086,266.658051,407.926849,1336.058594,315.395386,483.831940,1110.290161,299.996185,496.983307,1035.374512,202.650803,494.397644,911.036194,181.343796,477.993652,819.272522,207.460770,538.895569,816.133057,149.765732,501.592926,724.258057,164.836380,136.436920,921.874634,172.301056,379.571960,914.485535,384.527130,178.035446,1000.323059,390.854584,296.394867,1005.140076,262.097565,48.450184,720.431396,313.534210,103.553642,444.023407,316.461853,74.089981,296.499573,315.078522,76.874390,77.102959,371.943115,114.724564,31.268433,162.227203,99.873604,43.144131,271.034180,463.182434,664.769653,301.151733,426.880096,457.664551,328.513123,441.736206,318.856079,341.092712,433.538971,71.103989,383.483337,391.052734,29.883230,173.255142,442.194153,37.635883
162,0,193.925613,189.020966,1569.624268,209.227524,324.763672,1556.385986,366.223816,193.247208,1486.004150,373.879272,284.137939,1487.307495,358.491058,244.042816,1370.653320,392.394958,232.542114,1152.694824,207.852737,240.770447,1319.065918,103.163376,242.432922,1159.194580,388.727936,316.380157,1285.853760,244.289612,74.173317,1351.507080,257.199280,-0.828949,1204.218018,252.748108,-1.689153,1035.779297,151.369598,23.535616,900.485596,146.365204,57.966648,820.709229,150.176727,-4.437040,815.357239,117.507095,45.608681,729.350952,266.695251,407.947540,1336.051880,315.256409,483.803802,1110.232422,299.780060,496.954346,1035.342285,202.259933,494.531342,911.232666,181.002075,477.798859,819.867432,207.191956,538.678772,816.280396,149.125137,501.655029,724.453430,164.917526,136.481079,921.872314,172.371307,379.678131,914.587830,384.530853,177.882538,1000.314087,390.823944,296.380981,1005.103088,261.989899,48.597832,720.376160,313.516571,103.640167,444.070068,316.467896,74.259232,296.545563,315.033203,77.951942,77.013664,371.944519,114.719276,31.262882,162.101089,100.066940,42.969158,271.075378,463.203308,664.767151,301.184814,426.908447,457.609650,328.730804,442.072205,318.802429,341.128326,433.553589,71.141502,383.465790,391.088501,29.894938,173.261993,442.173676,37.690525
163,0,194.138092,189.129578,1569.712280,209.239151,324.805115,1556.362183,366.366943,193.332031,1486.031128,373.966248,284.199677,1487.328735,358.565643,244.131638,1370.628784,392.445038,232.578537,1152.656616,207.848618,240.472641,1319.126465,103.194695,242.434616,1159.175537,388.774384,316.390167,1285.831177,244.349640,74.296631,1351.329346,257.259888,-0.809250,1204.178833,252.773972,-1.722198,1035.767212,151.264938,23.613649,900.584229,146.384949,58.038406,820.792114,150.045868,-4.382519,815.404724,117.314407,45.766750,729.442993,266.732605,407.940338,1336.026733,315.132324,483.813873,1110.170410,299.568268,497.029388,1035.215210,201.874359,494.440338,911.261658,180.427902,477.715332,819.479614,206.537048,538.424133,816.297302,148.495621,501.500610,724.597595,164.829071,136.419785,921.865967,172.387726,379.467987,914.462341,384.533081,178.006561,1000.362488,390.837708,296.415894,1005.077148,262.084351,48.509235,720.428955,313.509979,103.631805,444.002258,316.509766,74.147339,296.491882,316.210480,78.712418,77.879066,371.963806,114.708778,31.283110,161.915833,100.004524,42.862499,271.129211,463.193115,664.760071,301.212799,426.900421,457.676575,328.720856,442.039825,318.759583,341.115051,433.556854,71.108940,383.474579,391.081848,29.902683,173.267548,442.171844,37.639633
164,0,194.049698,189.064957,1569.721802,209.297363,324.871887,1556.302612,366.485077,193.474976,1486.063477,374.017609,284.194824,1487.346191,358.594788,244.152832,1370.590698,392.443695,232.547363,1152.653198,207.954803,240.849274,1319.107300,103.216591,242.433640,1159.129517,388.812286,316.399719,1285.792847,244.542389,74.096848,1351.375366,257.355621,-0.849797,1204.224243,252.785950,-1.765491,1035.749268,151.202682,23.578924,900.674561,146.342499,58.059544,820.914490,149.892136,-4.408481,815.497192,117.173164,45.772949,729.594666,266.767517,407.961914,1336.034546,315.040680,483.839233,1110.138672,299.447083,497.086365,1035.244385,201.606644,494.339386,911.300598,180.061874,477.382629,819.946655,205.667526,537.975464,816.051453,148.025024,501.380280,724.712830,164.941269,136.517151,921.780029,172.467621,379.477814,914.565613,384.573853,177.988541,1000.335083,390.835022,296.351349,1005.065674,262.136139,48.485001,720.443176,313.539276,103.662544,444.027954,316.532623,74.227180,296.464142,316.177856,77.928810,78.007286,371.924744,114.709114,31.305603,161.815399,100.097404,42.624096,271.154541,463.206299,664.783997,301.264801,426.888245,457.651123,328.753906,442.074554,318.773254,341.101013,433.575958,71.097267,383.462555,391.082336,29.924330,173.255478,442.156158,37.650848
165,0,194.142502,189.097916,1569.734253,209.356476,324.883301,1556.293701,366.556976,193.458344,1486.058472,374.123077,284.253265,1487.332031,358.695953,244.135086,1370.594482,392.490662,232.606186,1152.629150,208.001785,240.804047,1319.092651,103.259506,242.429993,1159.219727,388.861969,316.390869,1285.759766,244.508362,74.275497,1351.383423,257.421387,-0.831175,1204.197510,252.838104,-1.795012,1035.736328,151.214722,23.516260,900.660461,146.258453,58.081768,820.887146,149.799423,-4.367661,815.559814,117.026627,45.817913,729.656738,266.830444,407.964081,1335.995239,314.951782,483.842316,1110.058472,299.255951,497.066193,1035.149902,201.351685,494.521393,911.409119,179.630005,477.122498,819.862976,205.270432,538.031677,816.105774,147.606186,501.291046,724.892334,164.870758,136.462143,921.931213,172.422394,379.604675,914.476135,384.575104,177.967789,1000.274414,390.829163,296.334106,1005.051880,262.062103,48.633720,720.361206,313.550018,103.668983,443.998291,316.608765,74.393608,296.502502,316.074249,78.593269,77.819305,371.928101,114.694756,31.303406,161.627350,100.083778,42.598602,271.174744,463.288269,664.796387,301.249084,426.923950,457.671326,328.686920,441.917633,318.836182,341.124725,433.577118,71.139511,383.471924,391.074280,29.897989,173.258575,442.138458,37.675205
166,0,194.337982,189.227768,1569.668457,209.427872,324.922119,1556.278198,366.567444,193.385620,1486.104370,374.154083,284.180786,1487.317993,358.800385,244.186218,1370.569580,392.501587,232.598770,1152.618042,208.042877,240.800507,1319.088745,103.305656,242.544937,1159.207886,388.922760,316.511017,1285.730347,244.573288,74.243019,1351.423218,257.502045,-0.849153,1204.190308,252.826721,-1.795550,1035.730835,151.108582,23.550081,900.746033,145.687286,58.959244,821.196228,149.807159,-4.481029,815.575378,116.926666,45.769947,729.754456,266.880798,407.937531,1335.929810,314.852692,483.823090,1110.041870,299.067261,497.028778,1035.079956,200.934174,494.340973,911.440857,179.280548,477.093079,820.006775,204.848083,538.058960,816.162415,147.002151,501.213013,724.961304,164.932068,136.560410,921.861389,172.509872,379.453918,914.589844,384.566406,177.957245,1000.342468,390.829834,296.383209,1005.025146,262.123688,48.534817,720.459106,313.604553,103.636581,443.991302,316.543671,74.178871,296.465027,315.967346,78.518677,77.655426,371.957825,114.717918,31.320009,161.333176,100.021690,42.270393,271.216370,463.267639,664.785645,301.254120,426.890289,457.591095,328.782928,442.007080,318.780518,341.133026,433.600830,71.121002,383.522797,391.070526,29.856174,173.249344,442.153290,37.681187
167,0,194.356171,189.211853,1569.766479,209.549408,324.980042,1556.307739,366.639923,193.366577,1486.107422,374.265350,284.234650,1487.345459,358.836151,244.207275,1370.551880,392.531525,232.601807,1152.584717,208.117905,240.812225,1319.099365,103.302177,242.534698,1159.213135,388.986298,316.441040,1285.733398,244.616516,74.195572,1351.427002,257.548492,-0.807109,1204.207520,252.898788,-1.901408,1035.786255,151.174118,23.415085,900.765076,146.036163,58.512726,821.099182,149.705124,-4.569353,815.632202,116.899811,45.675190,729.867371,266.916748,407.893982,1335.926025,314.763214,483.843750,1109.987915,298.987396,497.067596,1035.070190,200.682449,494.278717,911.479736,178.957443,476.796326,819.965454,204.411682,538.039978,816.204163,146.492371,501.064362,725.132202,164.898651,136.580856,921.861938,172.563782,379.651855,914.456421,384.598328,177.947311,1000.251160,390.820343,296.368500,1005.043274,262.080231,48.613277,720.396667,313.379150,104.285927,443.833649,316.564423,74.391930,296.521942,316.080658,78.535362,77.797546,371.887390,114.762543,31.312525,161.168594,100.108971,42.130737,271.246887,463.318298,664.803284,301.271729,426.926331,457.576660,328.807129,442.046936,318.789551,341.126740,433.606659,71.099503,383.517181,391.069641,29.878918,173.167282,442.011017,37.525944
168,0,194.514404,189.325607,1569.751953,209.612534,325.029724,1556.286865,366.759430,193.480408,1486.121338,374.353851,284.223175,1487.339600,358.830780,244.164597,1370.470093,392.559875,232.662506,1152.576904,208.176880,240.800400,1319.129150,103.336464,242.345901,1159.223145,389.032959,316.460663,1285.695190,244.676941,74.332260,1351.373291,257.610687,-0.858533,1204.218506,252.893921,-1.873083,1035.768311,151.129440,23.372412,900.839600,146.076324,58.103848,821.015259,149.618942,-4.604616,815.684875,116.820816,45.537109,729.942383,266.992218,407.931580,1335.904419,314.676270,483.814972,1109.953369,298.834930,497.040375,1035.029907,200.516586,494.239807,911.536316,178.660416,476.580566,820.368591,204.071930,538.125305,816.286560,146.066559,500.938232,725.319580,164.865860,136.600021,921.891235,172.504684,379.748474,914.525940,384.566864,177.904373,1000.445862,390.809906,296.333344,1005.005005,262.109558,48.573723,720.424500,313.358459,104.364510,443.830597,316.706329,74.446541,296.534485,316.021088,78.478752,77.717941,371.912903,114.737999,31.328630,161.091858,100.223221,41.890087,271.272186,463.327423,664.795654,301.307404,426.942902,457.611053,328.839081,442.062408,318.782684,341.119904,433.598877,71.103294,383.517792,391.070221,29.887836,173.148163,442.003418,37.457737
169,0,194.551025,189.327347,1569.729858,209.680817,325.040192,1556.265503,366.814148,193.449692,1486.137573,374.434021,284.167267,1487.335815,358.989532,244.177582,1370.502930,392.574280,232.605942,1152.594238,208.207397,240.778931,1319.133545,103.377861,242.483276,1159.104004,389.084656,316.460876,1285.685913,244.822586,74.385414,1351.128174,257.661652,-0.835781,1204.276367,252.956085,-1.960681,1035.831421,151.108643,23.200319,900.868347,146.065536,58.268948,821.097656,149.525269,-4.734610,815.867065,116.822327,45.342602,730.042542,267.035583,407.955841,1335.912476,314.617706,483.811005,1109.909912,298.729614,497.026581,1034.977905,200.262512,494.116241,911.568542,178.374985,476.576111,820.238892,203.683487,537.867554,816.310669,145.702560,500.819855,725.433472,164.814941,136.660812,921.861511,172.517929,379.816711,914.568848,384.580933,177.804214,1000.331970,390.882751,296.107697,1005.107788,262.068909,48.697731,720.310669,313.704529,103.722321,444.005035,316.710052,74.473511,296.479553,316.084656,78.498734,77.773178,371.906586,114.755264,31.309546,160.740601,100.364655,41.660866,271.295593,463.306335,664.800415,301.323700,426.908752,457.619537,328.820099,442.021545,318.716675,341.152924,433.566315,71.107674,383.498352,391.070465,29.873962,173.203506,442.086182,37.568089
170,0,194.632492,189.387711,1569.771484,209.810486,324.984436,1556.308228,366.888062,193.462875,1486.133301,374.518188,284.167633,1487.346924,358.967621,244.216339,1370.403564,392.594574,232.586548,1152.577759,208.248413,240.739426,1319.136230,103.468796,242.445480,1159.156616,389.128815,316.475311,1285.649414,244.807663,74.354546,1351.463501,257.707703,-0.885609,1204.320313,252.963455,-2.007226,1035.902222,151.174789,23.131186,900.915771,146.051117,57.953735,821.055115,149.670700,-5.141611,815.810913,116.753098,45.163475,730.111084,267.083679,407.930603,1335.885620,314.576752,483.828918,1109.865234,298.631165,496.998932,1034.997925,200.013748,494.084351,911.645691,178.098450,476.274170,820.536316,203.365219,537.875916,816.324097,145.270615,500.762238,725.522400,164.758469,136.624161,921.917847,172.523117,379.814423,914.623352,384.590820,177.925323,1000.350952,390.872650,296.149231,1005.110413,262.071411,48.642803,720.374084,313.741608,103.781548,444.042206,316.647308,74.417900,296.469574,315.903351,78.416466,77.637047,371.903900,114.728691,31.297472,160.551361,100.393250,41.240562,271.319366,463.288147,664.788086,301.366455,426.969696,457.609344,328.855530,442.058014,318.770569,341.129089,433.603027,71.097054,383.502960,391.065125,29.887632,173.225464,442.096649,37.590759
171,0,194.713409,189.363312,1569.664429,209.868362,325.035278,1556.260498,366.950195,193.432510,1486.142456,374.614990,284.173676,1487.358643,359.098419,244.259430,1370.424072,392.573120,232.576736,1152.567383,208.245728,240.754425,1319.149536,103.498230,242.565384,1159.141602,389.165527,316.458527,1285.616699,244.666077,74.623878,1351.344482,257.772614,-0.905187,1204.370361,252.996384,-2.039334,1035.921997,151.192139,22.982014,900.986694,145.657639,58.354286,821.238953,149.694855,-5.337931,815.863281,116.794373,44.995583,730.152649,267.134125,407.943970,1335.876587,314.510193,483.788116,1109.875000,298.568420,496.993134,1035.001465,199.922531,493.983582,911.713684,177.851135,476.223419,820.542480,203.194122,537.745117,816.375977,145.003677,500.517242,725.572266,164.849564,136.669510,921.878296,172.558578,379.749756,914.666992,384.571716,177.881897,1000.394958,390.864868,296.114929,1005.102539,262.076355,48.744354,720.319580,313.804565,103.799477,444.097748,316.682953,74.494156,296.486969,316.107697,78.424271,77.819099,371.903656,114.743340,31.300690,160.337509,100.457428,40.868755,271.321259,463.283783,664.784363,301.353851,426.923828,457.611145,328.774048,441.919250,318.845001,341.114685,433.585541,71.090858,383.499176,391.087921,29.897509,172.744034,441.477081,36.932938
172,0,194.831497,189.444443,1569.768555,209.968506,324.982330,1556.311523,367.036194,193.434601,1486.155640,374.691559,284.128296,1487.359131,359.163635,244.267380,1370.397705,392.582214,232.620773,1152.514160,208.237167,240.709427,1319.165894,103.458244,242.463776,1159.226074,389.204834,316.447327,1285.624023,244.881271,74.449196,1351.561279,257.819946,-0.939605,1204.386108,253.011612,-2.059092,1035.992554,151.207291,22.816015,901.002014,146.220657,57.632473,821.034790,149.745377,-5.537979,815.908630,116.758873,44.657558,730.224976,267.176239,407.922363,1335.878906,314.473755,483.785431,1109.844116,298.513763,496.985382,1034.946045,199.762344,493.908905,911.747009,177.645920,476.139343,820.556763,203.274445,538.046692,816.541626,144.750671,500.335510,725.656372,164.815628,136.647827,921.847290,172.512833,380.063354,914.695068,384.574646,177.903061,1000.253052,390.838776,296.103668,1005.110413,262.114197,48.705837,720.376892,313.829132,103.837425,444.046112,316.790558,74.580101,296.517273,316.418121,77.881493,78.245674,371.905426,114.753838,31.313454,160.049957,100.618172,40.699821,271.325409,463.301025,664.793396,301.378662,426.933380,457.586456,328.882660,442.059723,318.775787,341.105774,433.597382,71.068481,383.488220,391.067871,29.881321,173.036560,441.923492,37.425346
173,0,194.869980,189.345459,1569.824097,210.057236,324.951538,1556.311890,367.019592,193.440872,1486.155151,374.780151,284.092773,1487.355957,359.318146,244.222977,1370.449829,392.562347,232.574890,1152.473511,208.261322,240.752426,1319.238892,103.458702,242.415176,1159.250366,389.215546,316.432465,1285.577026,244.722427,74.629883,1351.393188,257.867706,-0.971378,1204.465210,252.987839,-2.102852,1036.037109,151.289108,22.664444,901.049866,146.276382,57.359390,821.015259,149.721634,-5.619748,816.114746,116.733482,44.399822,730.191284,267.216797,407.926392,1335.885010,314.453735,483.748779,1109.848755,298.487518,496.971252,1034.937378,199.642014,493.812531,911.717346,177.455429,476.032104,820.588623,202.815262,537.663147,816.473450,144.586197,500.275421,725.742493,164.812210,136.761307,921.839905,172.495972,380.171906,914.673828,384.540558,177.805923,1000.379211,390.751129,296.314087,1005.029297,262.093079,48.734531,720.305542,313.568573,104.475494,443.883331,316.858002,74.586067,296.503571,316.117950,78.342690,77.802467,371.878387,114.781487,31.304411,159.949402,100.657501,40.585026,271.338623,463.311157,664.801331,301.408813,426.922455,457.596100,328.803955,441.828003,318.808716,341.101654,433.576050,71.092705,383.468323,391.071747,29.894548,173.049164,441.913300,37.380474
174,0,195.040710,189.412476,1569.824219,210.173935,325.001343,1556.326050,367.126862,193.446030,1486.166992,374.866882,284.064423,1487.373657,359.344208,244.175140,1370.389893,392.558075,232.586380,1152.474609,208.286530,240.738235,1319.271606,103.514809,242.449692,1159.277710,389.259766,316.424652,1285.574219,244.885178,74.319000,1351.309937,257.899323,-1.005378,1204.495117,253.030365,-2.165918,1036.141357,151.300415,22.539701,901.100830,145.850311,57.436741,820.844360,149.837845,-5.910328,816.188721,116.844986,44.062054,730.085388,267.235687,407.895935,1335.939087,314.435181,483.671326,1109.826416,298.456696,496.918152,1034.968018,199.565826,493.746613,911.757385,177.355545,476.017395,820.755310,203.007736,537.801453,816.643250,143.855957,498.825928,725.072144,164.770477,136.666397,921.858582,172.526367,379.866272,914.627197,384.506378,177.799728,1000.396973,390.719666,296.348724,1005.042542,262.123322,48.776306,720.328613,313.944092,103.879143,444.130035,316.798218,74.504128,296.527740,316.106079,78.205521,77.889557,371.868774,114.781212,31.305935,159.720642,100.688026,40.493603,271.355530,463.331665,664.821594,301.439148,426.937866,457.574158,328.838989,441.922455,318.836853,341.121338,433.585144,71.079681,383.503082,391.087067,29.903950,173.060669,441.931427,37.417885
175,0,195.133057,189.414032,1569.807251,210.290024,324.989380,1556.329712,367.238007,193.396133,1486.197021,374.963409,284.018829,1487.371704,359.322449,244.130798,1370.251587,392.540588,232.557449,1152.463867,208.326843,240.725006,1319.324341,103.476692,242.172913,1159.326538,389.298187,316.418274,1285.600220,244.747589,74.573936,1351.382446,257.891693,-1.044958,1204.566895,253.091156,-2.301675,1036.230469,151.363205,22.336288,901.131042,145.837280,57.324966,820.924438,149.886612,-6.035798,816.175354,116.980446,43.732491,729.970032,267.304443,407.971405,1336.026001,314.445984,483.705322,1109.852051,298.435669,496.908966,1034.975708,199.539825,493.713440,911.831909,177.288330,476.009308,820.755371,202.627258,537.563599,816.541748,144.121460,499.837708,725.801331,164.732986,136.561310,921.913208,172.461197,379.790497,914.665466,384.505646,177.942612,1000.375854,390.705170,296.370300,1005.053040,262.124329,48.714481,720.381775,313.981720,103.884613,444.150421,316.907318,74.545792,296.481689,316.462860,78.363892,78.226898,371.886993,114.794357,31.321589,159.776108,100.748833,40.494171,271.372711,463.369385,664.803040,301.502502,426.987854,457.618530,328.940704,442.029877,318.753784,341.104218,433.595734,71.045845,383.491577,391.085571,29.886526,173.047104,441.927582,37.431793
176,0,195.314087,189.388550,1569.919189,210.372925,324.973419,1556.341064,367.348846,193.351212,1486.209351,375.086395,284.036621,1487.376465,359.482941,244.154495,1370.263062,392.545288,232.592377,1152.424927,208.343170,240.712982,1319.372070,103.575264,242.395493,1159.351563,389.312103,316.443634,1285.592773,245.061096,74.115784,1351.770142,257.896942,-1.081615,1204.616821,253.108597,-2.396876,1036.297363,151.475525,22.122950,901.172241,145.995438,57.073032,820.896362,150.005966,-6.351479,816.307129,117.120758,43.426392,729.917419,267.337250,408.008606,1336.075684,314.460327,483.695740,1109.898560,298.416504,496.867157,1034.994141,199.511993,493.600769,911.877686,177.220535,475.991608,820.847290,202.776764,537.742004,816.754395,144.047440,499.522034,725.871521,164.737183,136.798141,921.825195,172.460098,379.783417,914.663025,384.449707,177.929657,1000.423645,390.690094,296.366364,1005.059692,262.165894,48.707970,720.394531,314.055939,103.915825,444.107635,316.963989,74.583549,296.479614,316.346893,78.278015,78.113960,371.898010,114.762352,31.318716,159.729218,100.804413,40.371456,271.395142,463.387726,664.809814,301.542480,426.992767,457.634796,329.006012,442.072266,318.752197,341.144043,433.615479,71.086037,383.477600,391.099823,29.869781,173.022354,441.940826,37.430607
