Devices
1000
,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,Combined Force,,,Combined Moment,,,Combined CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
424,1,-0.300874,-6.94167,-707.354,3854.24,23420.7,-192.048,265.11,248.551,0,-0.300874,-6.94167,-707.354,-176049,188978,-1740.23,265.11,248.551,0
424,2,-0.30664,-6.87983,-706.2,4281.19,23410,-190.532,265.149,247.938,0,-0.30664,-6.87983,-706.2,-175326,188697,-1722.78,265.149,247.938,0
424,3,-0.300846,-6.98526,-706.437,3824.33,23435.8,-191.996,265.175,248.586,0,-0.300846,-6.98526,-706.437,-175848,188778,-1750.39,265.175,248.587,0
424,4,-0.340946,-13.1701,-707.551,3589.41,23334.7,-215.031,264.98,248.927,0,-0.340946,-13.1701,-707.551,-176639,188939,-3210.7,264.98,248.927,0
424,5,-0.298738,-6.86851,-704.505,3860.25,23208.5,-191.188,264.943,248.521,0,-0.298738,-6.86851,-704.505,-175316,188098,-1722.79,264.943,248.521,0
424,6,-0.297724,-6.5735,-704.613,3799.3,23465.4,-190.035,265.303,248.608,0,-0.297724,-6.5735,-704.613,-175392,188381,-1652.85,265.303,248.608,0
424,7,-0.298883,-6.84971,-704.742,3787.36,23382.2,-191.173,265.178,248.626,0,-0.298883,-6.84971,-704.742,-175449,188328,-1718.34,265.178,248.626,0
424,8,-0.302639,-7.33739,-704.413,3781.2,23428,-192.785,265.259,248.632,0,-0.302639,-7.33739,-704.413,-175393,188297,-1833.13,265.259,248.632,0
424,9,-0.298851,-6.84835,-703.14,3764,23427.1,-190.719,265.318,248.647,0,-0.298851,-6.84835,-703.14,-175065,187998,-1717.58,265.318,248.647,0
425,0,-0.296801,-6.63677,-702.958,3763.1,23360.9,-189.984,265.232,248.647,0,-0.296801,-6.63677,-702.958,-175010,187889,-1667.84,265.232,248.647,0
425,1,-0.280139,-6.68905,-702.752,3675.29,21340.5,-192.446,262.367,248.77,0,-0.280139,-6.68905,-702.752,-175048,185819,-1686.77,262.367,248.77,0
425,2,-0.296839,-6.79395,-703.462,3672.81,23391.3,-190.863,265.252,248.779,0,-0.296839,-6.79395,-703.462,-175236,188037,-1705.5,265.252,248.779,0
425,3,-0.294715,-6.76901,-714.98,3471.39,23499.4,-194.392,264.867,249.145,0,-0.294715,-6.76901,-714.98,-178360,190841,-1703.73,264.867,249.145,0
425,4,-0.291738,-6.54548,-702.632,3620.59,23066,-190.204,264.828,248.847,0,-0.291738,-6.54548,-702.632,-175066,187517,-1647.98,264.828,248.847,0
425,5,-0.295636,-6.79426,-702.092,3556.24,23460.7,-190.67,265.415,248.935,0,-0.295636,-6.79426,-702.092,-175004,187786,-1705.68,265.415,248.935,0
425,6,-0.294431,-6.67208,-701.408,3523.98,23481.2,-190.092,265.477,248.976,0,-0.294431,-6.67208,-701.408,-174857,187646,-1676.82,265.477,248.976,0
425,7,-0.294473,-6.63829,-701.179,3544,23480.2,-189.861,265.487,248.946,0,-0.294473,-6.63829,-701.179,-174778,187591,-1668.67,265.487,248.946,0
425,8,-0.283374,-6.50255,-701.334,2845.18,23506.2,-190.997,265.516,249.943,0,-0.283374,-6.50255,-701.334,-175510,187653,-1640.85,265.516,249.943,0
425,9,-0.293714,-6.4656,-701.513,3449.9,23719.6,-189.303,265.812,249.082,0,-0.293714,-6.4656,-701.513,-174949,187909,-1627.89,265.812,249.082,0
426,0,-0.29199,-6.58644,-701.919,3373.92,23530.4,-190.224,265.523,249.193,0,-0.29199,-6.58644,-701.919,-175133,187815,-1657.52,265.523,249.193,0
426,1,-0.292629,-6.64099,-701.047,3376.3,23559.5,-190.135,265.606,249.184,0,-0.292629,-6.64099,-701.047,-174912,187640,-1670.04,265.606,249.184,0
426,2,-0.292594,-6.76402,-701.55,3319.87,23547.8,-190.858,265.565,249.268,0,-0.292594,-6.76402,-701.55,-175102,187746,-1699.57,265.565,249.268,0
426,3,-0.288711,-6.42973,-699.586,3230.66,23530.5,-189.331,265.635,249.382,0,-0.288711,-6.42973,-699.586,-174678,187269,-1620.79,265.635,249.382,0
426,4,-0.292843,-6.53917,-700.268,3450.29,23542,-189.399,265.619,249.073,0,-0.292843,-6.53917,-700.268,-174636,187440,-1645.42,265.619,249.073,0
426,5,-0.288078,-6.35344,-700.231,3215.4,23547.1,-189.259,265.628,249.408,0,-0.288078,-6.35344,-700.231,-174853,187436,-1603.02,265.628,249.408,0
426,6,-0.286098,-6.19893,-700.189,3156.5,23546.9,-188.831,265.629,249.492,0,-0.286098,-6.19893,-700.189,-174895,187426,-1566.94,265.629,249.492,0
426,7,-0.287283,-6.37783,-700.601,3121.41,23600.2,-189.611,265.686,249.545,0,-0.287283,-6.37783,-700.601,-175042,187576,-1609.29,265.686,249.545,0
426,8,-0.287313,-6.47798,-700.188,3061.29,23626.8,-189.961,265.743,249.628,0,-0.287313,-6.47798,-700.188,-175002,187506,-1633.07,265.743,249.628,0
426,9,-0.288816,-6.30866,-699.5,3250.17,23618.6,-188.736,265.765,249.354,0,-0.288816,-6.30866,-699.5,-174631,187337,-1591.83,265.765,249.354,0
427,0,-0.278863,-6.1455,-699.8,3080.02,22813.2,-189.479,264.6,249.599,0,-0.278863,-6.1455,-699.8,-174870,186601,-1556.92,264.6,249.599,0
427,1,-0.283209,-5.92346,-700.152,3070.23,23593.4,-187.986,265.698,249.615,0,-0.283209,-5.92346,-700.152,-174959,187464,-1502.36,265.698,249.615,0
427,2,-0.289625,-6.88659,-699.263,3034.59,23600.1,-191.246,265.75,249.66,0,-0.289625,-6.88659,-699.263,-174812,187263,-1729.39,265.75,249.66,0
427,3,-0.315023,-6.16723,-699.969,5085.51,23628.8,-184.144,265.757,246.735,0,-0.315023,-6.16723,-699.969,-172908,187458,-1547.49,265.757,246.735,0
427,4,-0.286041,-6.22277,-699.37,3067.44,23688.5,-188.738,265.871,249.614,0,-0.286041,-6.22277,-699.37,-174777,187376,-1572.44,265.871,249.614,0
427,5,-0.286501,-6.32303,-699.369,3040.03,23707.3,-189.139,265.898,249.653,0,-0.286501,-6.32303,-699.369,-174808,187395,-1596.19,265.898,249.653,0
427,6,-0.286236,-6.07829,-698.915,3120.36,23747,-187.911,265.977,249.535,0,-0.286236,-6.07829,-698.915,-174602,187328,-1537.75,265.977,249.535,0
427,7,-0.287297,-6.18851,-699.141,3157.61,23710.6,-188.321,265.914,249.484,0,-0.287297,-6.18851,-699.141,-174627,187345,-1563.69,265.914,249.484,0
427,8,-0.285264,-6.03518,-700.062,3098.8,23700.4,-188.181,265.855,249.574,0,-0.285264,-6.03518,-700.062,-174913,187550,-1528.18,265.855,249.574,0
427,9,-0.28549,-6.11291,-699.649,3062.95,23726.9,-188.395,265.913,249.622,0,-0.28549,-6.11291,-699.649,-174847,187480,-1546.53,265.913,249.622,0
428,0,-0.28438,-5.96926,-699.333,3036.43,23767.5,-187.811,265.986,249.658,0,-0.28438,-5.96926,-699.333,-174787,187446,-1512.61,265.986,249.658,0
428,1,-0.288062,-6.33351,-699.185,3119.11,23748.3,-188.9,265.966,249.539,0,-0.288062,-6.33351,-699.185,-174683,187393,-1598,265.966,249.539,0
428,2,-0.291185,-6.99012,-699.91,2989.43,23789.6,-191.702,265.99,249.729,0,-0.291185,-6.99012,-699.91,-175026,187604,-1753.68,265.99,249.729,0
428,3,-0.286122,-6.07249,-701.122,3051.67,23863.5,-188.551,266.036,249.647,0,-0.286122,-6.07249,-701.122,-175231,187961,-1537.06,266.036,249.647,0
428,4,-0.287257,-6.31516,-700.794,3041.18,23806.4,-189.408,265.971,249.66,0,-0.287257,-6.31516,-700.794,-175169,187827,-1594.42,265.971,249.66,0
428,5,-0.284161,-5.88346,-700.941,3035.93,23816,-187.911,265.977,249.669,0,-0.284161,-5.88346,-700.941,-175192,187871,-1492.68,265.977,249.669,0
428,6,-0.286723,-6.10573,-700.893,3059.74,23895.2,-188.552,266.093,249.635,0,-0.286723,-6.10573,-700.893,-175166,187939,-1544.69,266.092,249.635,0
428,7,-0.287519,-6.2502,-701.851,3072.27,23838.6,-189.371,265.965,249.623,0,-0.287519,-6.2502,-701.851,-175403,188107,-1579.12,265.965,249.623,0
428,8,-0.292694,-6.1897,-700.471,3424.8,23892.5,-187.898,266.109,249.111,0,-0.292694,-6.1897,-700.471,-174697,187838,-1562.17,266.109,249.111,0
428,9,-0.286579,-6.07342,-701.399,3056.61,23911.2,-188.571,266.091,249.642,0,-0.286579,-6.07342,-701.399,-175296,188074,-1537.18,266.091,249.642,0
429,0,-0.288235,-6.13879,-700.892,3123.92,23937,-188.479,266.152,249.543,0,-0.288235,-6.13879,-700.892,-175103,187981,-1551.97,266.152,249.543,0
429,1,-0.287879,-6.2727,-701.348,3052.91,23901.9,-189.286,266.08,249.647,0,-0.287879,-6.2727,-701.348,-175296,188053,-1584.21,266.08,249.647,0
429,2,-0.315204,-6.10057,-701.798,5190.67,23510,-184.309,265.5,246.604,0,-0.315204,-6.10057,-701.798,-173265,187767,-1532.01,265.5,246.604,0
429,3,-0.298579,-6.24728,-701.673,3038.4,25326,-187.818,268.094,249.67,0,-0.298579,-6.24728,-701.673,-175392,189553,-1574.07,268.094,249.67,0
429,4,-0.289827,-6.45126,-701.805,3064.56,23964.5,-189.96,266.147,249.633,0,-0.289827,-6.45126,-701.805,-175408,188222,-1626.18,266.147,249.633,0
429,5,-0.292191,-6.7483,-700.606,3089.19,23950.5,-190.638,266.185,249.591,0,-0.292191,-6.7483,-700.606,-175092,187928,-1695.77,266.185,249.591,0
429,6,-0.288877,-6.17011,-707.221,3124.08,23976.8,-190.345,265.903,249.583,0,-0.288877,-6.17011,-707.221,-176711,189502,-1561,265.903,249.583,0
429,7,-0.288583,-6.21861,-701.673,3079.04,23991.7,-189.031,266.192,249.612,0,-0.288583,-6.21861,-701.673,-175350,188218,-1571.11,266.192,249.612,0
429,8,-0.287833,-6.14093,-702.268,3096.09,23933.4,-188.945,266.08,249.591,0,-0.287833,-6.14093,-702.268,-175480,188299,-1553.04,266.08,249.591,0
429,9,-0.288412,-6.23053,-702.36,3069.26,23975.9,-189.307,266.136,249.63,0,-0.288412,-6.23053,-702.36,-175534,188363,-1574.22,266.136,249.63,0
430,0,-0.28753,-6.13321,-703.008,3017.85,24048.6,-189.185,266.208,249.707,0,-0.28753,-6.13321,-703.008,-175746,188588,-1551.55,266.208,249.707,0
430,1,-0.290359,-6.35188,-702.86,3152.85,23954.5,-189.713,266.081,249.514,0,-0.290359,-6.35188,-702.86,-175583,188459,-1602.54,266.081,249.514,0
430,2,-0.288055,-6.02017,-702.274,3115.68,24035.9,-188.362,266.226,249.563,0,-0.288055,-6.02017,-702.274,-175457,188403,-1524.14,266.226,249.563,0
430,3,-0.291722,-6.00593,-702.523,3077.33,24592.1,-187.883,267.005,249.62,0,-0.291722,-6.00593,-702.523,-175558,189018,-1519.39,267.005,249.62,0
430,4,-0.287697,-6.15186,-702.77,3109.44,23879.4,-189.153,265.979,249.575,0,-0.287697,-6.15186,-702.77,-175595,188363,-1555.84,265.979,249.575,0
430,5,-0.287015,-6.1959,-701.763,3032.84,23898.9,-189.179,266.056,249.678,0,-0.287015,-6.1959,-701.763,-175418,188147,-1566.34,266.056,249.678,0
430,6,-0.278555,-5.15801,-704.214,2978.44,23866.1,-186.33,265.89,249.771,0,-0.278555,-5.15801,-704.214,-176049,188687,-1322.74,265.89,249.771,0
430,7,-0.287041,-6.29341,-702.304,3083.88,23714.5,-189.758,265.767,249.609,0,-0.287041,-6.29341,-702.304,-175508,188089,-1589.74,265.767,249.609,0
430,8,-0.284044,-6.24692,-702.253,3019.3,23495.2,-189.957,265.457,249.701,0,-0.284044,-6.24692,-702.253,-175558,187857,-1579.82,265.457,249.701,0
430,9,-0.285666,-6.10627,-701.854,3031.45,23810.6,-188.981,265.925,249.681,0,-0.285666,-6.10627,-701.854,-175438,188079,-1545.51,265.925,249.681,0
431,0,-0.286855,-6.31726,-702.262,3017.98,23793.8,-189.899,265.882,249.703,0,-0.286855,-6.31726,-702.262,-175565,188158,-1595.51,265.882,249.702,0
431,1,-0.289769,-6.40825,-702.769,3075.92,23973,-190.045,266.112,249.623,0,-0.289769,-6.40825,-702.769,-175639,188456,-1616.21,266.112,249.623,0
431,2,-0.288486,-6.6049,-702.529,3019.72,23734.5,-191.06,265.784,249.702,0,-0.288486,-6.6049,-702.529,-175643,188161,-1663.57,265.784,249.702,0
431,3,-0.287017,-6.42696,-702.211,3017.63,23714.4,-190.36,265.771,249.703,0,-0.287017,-6.42696,-702.211,-175557,188067,-1621.6,265.771,249.703,0
431,4,-0.289936,-6.57026,-702.024,3119.22,23764.8,-190.533,265.852,249.557,0,-0.289936,-6.57026,-702.024,-175414,188074,-1654.57,265.852,249.557,0
431,5,-0.28761,-6.52607,-701.796,3013.38,23708.1,-190.613,265.782,249.706,0,-0.28761,-6.52607,-701.796,-175460,187964,-1644.9,265.782,249.706,0
431,6,-0.288352,-6.56129,-702.029,2989.21,23816.5,-190.746,265.925,249.742,0,-0.288352,-6.56129,-702.029,-175545,188126,-1653.08,265.925,249.742,0
431,7,-0.286954,-6.34893,-702.44,3062.81,23691.8,-190.067,265.728,249.64,0,-0.286954,-6.34893,-702.44,-175566,188098,-1603.06,265.728,249.64,0
431,8,-0.287571,-6.49295,-701.797,3019.51,23722.1,-190.466,265.802,249.697,0,-0.287571,-6.49295,-701.797,-175453,187978,-1637.01,265.802,249.698,0
431,9,-0.289408,-6.69258,-701.611,3025.37,23763.5,-191.069,265.87,249.688,0,-0.289408,-6.69258,-701.611,-175409,187976,-1683.87,265.87,249.688,0
432,0,-0.292572,-7.42254,-701.409,2956.82,23628.3,-193.916,265.687,249.784,0,-0.292572,-7.42254,-701.409,-175458,187793,-1856.74,265.687,249.784,0
432,1,-0.284271,-6.50122,-700.829,2905.82,23508.6,-190.707,265.544,249.854,0,-0.284271,-6.50122,-700.829,-175321,187538,-1640.02,265.544,249.854,0
432,2,-0.286562,-6.41235,-700.74,3045.44,23619.7,-189.927,265.707,249.654,0,-0.286562,-6.41235,-700.74,-175155,187628,-1617.86,265.707,249.654,0
432,3,-0.288948,-6.63627,-701.793,3055.4,23698.8,-190.919,265.769,249.646,0,-0.288948,-6.63627,-701.793,-175422,187953,-1670.66,265.769,249.646,0
432,4,-0.284458,-6.04888,-701.393,3033.19,23706,-188.752,265.799,249.675,0,-0.284458,-6.04888,-701.393,-175317,187867,-1532.16,265.799,249.675,0
432,5,-0.286417,-6.52523,-701.382,2966.33,23646,-190.666,265.713,249.771,0,-0.286417,-6.52523,-701.382,-175402,187804,-1645.06,265.713,249.771,0
432,6,-0.285238,-6.65272,-698.349,2908.26,23494,-190.553,265.642,249.836,0,-0.285238,-6.65272,-698.349,-174696,186943,-1675.08,265.642,249.836,0
432,7,-0.287784,-6.65849,-700.969,2961.04,23709.7,-190.969,265.824,249.776,0,-0.287784,-6.65849,-700.969,-175308,187772,-1676.2,265.824,249.776,0
432,8,-0.286089,-6.59122,-700.694,2916.74,23638.7,-190.827,265.736,249.837,0,-0.286089,-6.59122,-700.694,-175280,187636,-1660.75,265.736,249.837,0
432,9,-0.284322,-6.4587,-700.926,2875.5,23611.7,-190.543,265.686,249.898,0,-0.284322,-6.4587,-700.926,-175374,187663,-1629.9,265.686,249.898,0
433,0,-0.283297,-6.33743,-700.838,2848.05,23643.9,-190.115,265.737,249.936,0,-0.283297,-6.33743,-700.838,-175374,187675,-1601.35,265.737,249.936,0
433,1,-0.274117,-6.56795,-700.714,2087.38,23697.2,-192.591,265.819,251.021,0,-0.274117,-6.56795,-700.714,-176113,187699,-1660.1,265.819,251.021,0
433,2,-0.284779,-6.73637,-700.19,2756.61,23641.9,-191.566,265.765,250.063,0,-0.284779,-6.73637,-700.19,-175318,187521,-1695.79,265.765,250.063,0
433,3,-0.279937,-6.02759,-700.388,2767.59,23651.4,-189.058,265.769,250.049,0,-0.279937,-6.02759,-700.388,-175326,187577,-1528.63,265.769,250.049,0
433,4,-0.278755,-5.83891,-699.888,2766.17,23677.2,-188.219,265.83,250.048,0,-0.278755,-5.83891,-699.888,-175193,187486,-1483.93,265.83,250.048,0
433,5,-0.284238,-6.42377,-699.369,2872.15,23642.6,-189.952,265.806,249.893,0,-0.284238,-6.42377,-699.369,-174981,187330,-1621.15,265.806,249.893,0
433,6,-0.284199,-6.66136,-701.614,2736.84,23671,-191.717,265.738,250.099,0,-0.284199,-6.66136,-701.614,-175697,187884,-1678.53,265.738,250.099,0
433,7,-0.279251,-6.10806,-701.078,2652.67,23705.9,-189.747,265.814,250.216,0,-0.279251,-6.10806,-701.078,-175620,187793,-1548.33,265.814,250.216,0
433,8,-0.279723,-6.37397,-700.707,2571.35,23676.9,-190.808,265.79,250.33,0,-0.279723,-6.37397,-700.707,-175619,187677,-1611.5,265.79,250.33,0
433,9,-0.280452,-6.36363,-701.029,2600.1,23724.8,-190.746,265.843,250.291,0,-0.280452,-6.36363,-701.029,-175671,187800,-1608.83,265.843,250.291,0
434,0,-0.278086,-6.44152,-700.707,2442.39,23649.4,-191.374,265.751,250.514,0,-0.278086,-6.44152,-700.707,-175751,187650,-1628.29,265.751,250.514,0
434,1,-0.277237,-6.13276,-701.449,2493.16,23726.6,-190.284,265.825,250.446,0,-0.277237,-6.13276,-701.449,-175875,187900,-1555.16,265.825,250.446,0
434,2,-0.2769,-6.2995,-701.217,2397.42,23712.1,-191.049,265.816,250.581,0,-0.2769,-6.2995,-701.217,-175919,187832,-1595.03,265.816,250.581,0
434,3,-0.275001,-5.98056,-702.738,2406.51,23741.3,-190.29,265.784,250.576,0,-0.275001,-5.98056,-702.738,-176282,188217,-1520.11,265.784,250.576,0
434,4,-0.269507,-5.37337,-703.212,2310.78,23775.6,-188.441,265.81,250.714,0,-0.269507,-5.37337,-703.212,-176471,188362,-1377.55,265.81,250.714,0
434,5,-0.275927,-6.07789,-702.776,2485.8,23620,-190.595,265.61,250.463,0,-0.275927,-6.07789,-702.776,-176217,188104,-1542.96,265.61,250.463,0
434,6,-0.273908,-6.03681,-702.19,2292.2,23767.5,-190.57,265.848,250.736,0,-0.273908,-6.03681,-702.19,-176260,188114,-1533.83,265.848,250.736,0
434,7,-0.272633,-5.97046,-702.1,2248.18,23748.5,-190.429,265.825,250.798,0,-0.272633,-5.97046,-702.1,-176278,188074,-1518.49,265.825,250.798,0
434,8,-0.272778,-6.0495,-702.787,2212.42,23760.8,-190.975,265.809,250.852,0,-0.272778,-6.0495,-702.787,-176492,188248,-1537.49,265.809,250.852,0
434,9,-0.269464,-5.70758,-703.391,2152.15,23763.1,-190.062,265.784,250.94,0,-0.269464,-5.70758,-703.391,-176690,188391,-1457.4,265.784,250.94,0
435,0,-0.267818,-5.61053,-703.948,2053.98,23826.3,-190.032,265.847,251.082,0,-0.267818,-5.61053,-703.948,-176925,188584,-1435.08,265.847,251.082,0
435,1,-0.270532,-5.95327,-703.711,2076.92,23816.2,-191.146,265.844,251.049,0,-0.270532,-5.95327,-703.711,-176857,188519,-1515.71,265.844,251.049,0
435,2,-0.269082,-5.76592,-703.443,2033.72,23885.1,-190.428,265.955,251.109,0,-0.269082,-5.76592,-703.443,-176824,188525,-1471.52,265.955,251.109,0
435,3,-0.273938,-6.61922,-703.471,1969.92,23844.1,-193.671,265.895,251.2,0,-0.273938,-6.61922,-703.471,-176933,188491,-1673.23,265.895,251.2,0
435,4,-0.264096,-5.68784,-703.487,1844.53,23675.8,-190.817,265.655,251.378,0,-0.264096,-5.68784,-703.487,-177021,188326,-1454.9,265.655,251.378,0
435,5,-0.266229,-5.62239,-703.857,1950.71,23807.6,-190.306,265.824,251.229,0,-0.266229,-5.62239,-703.857,-177006,188544,-1438.53,265.824,251.229,0
435,6,-0.26515,-5.44737,-704.415,1916.58,23893.7,-189.827,265.92,251.279,0,-0.26515,-5.44737,-704.415,-177174,188761,-1397.37,265.92,251.279,0
435,7,-0.266297,-5.68025,-704.593,1892.79,23871.4,-190.787,265.88,251.314,0,-0.266297,-5.68025,-704.593,-177254,188781,-1452.54,265.88,251.314,0
435,8,-0.264839,-5.56877,-704.137,1864.52,23841.6,-190.355,265.859,251.352,0,-0.264839,-5.56877,-704.137,-177161,188644,-1426.38,265.859,251.352,0
435,9,-0.26499,-5.39099,-703.682,1928.18,23904.7,-189.379,265.971,251.26,0,-0.26499,-5.39099,-703.682,-176974,188601,-1383.76,265.971,251.26,0
436,0,-0.263785,-5.7008,-704.268,1802.29,23702.5,-191.153,265.655,251.441,0,-0.263785,-5.7008,-704.268,-177262,188535,-1458.35,265.655,251.441,0
436,1,-0.265888,-5.59431,-705.47,1859.68,23959,-190.712,265.962,251.364,0,-0.265888,-5.59431,-705.47,-177505,189073,-1432.45,265.962,251.364,0
436,2,-0.262812,-5.26211,-706.071,1845.32,23895.9,-189.797,265.843,251.387,0,-0.262812,-5.26211,-706.071,-177658,189151,-1354.57,265.843,251.387,0
436,3,-0.2636,-5.40784,-706.026,1783.69,23980,-190.357,265.965,251.474,0,-0.2636,-5.40784,-706.026,-177714,189224,-1389.04,265.965,251.474,0
436,4,-0.26287,-5.55147,-705.382,1688.67,23935.8,-190.951,265.933,251.606,0,-0.26287,-5.55147,-705.382,-177652,189029,-1423.43,265.933,251.606,0
436,5,-0.27154,-5.56222,-704.68,1758.66,24907.7,-189.604,267.346,251.504,0,-0.27154,-5.56222,-704.68,-177404,189837,-1422.4,267.346,251.504,0
436,6,-0.263202,-5.42788,-704.832,1773.03,23933.2,-190.163,265.956,251.484,0,-0.263202,-5.42788,-704.832,-177423,188898,-1393.64,265.956,251.484,0
436,7,-0.262101,-5.27438,-704.976,1733.2,24008.4,-189.668,266.056,251.541,0,-0.262101,-5.27438,-704.976,-177492,189007,-1357.5,266.056,251.542,0
436,8,-0.267004,-5.97179,-705.006,1745.92,23971.8,-192.175,266.002,251.524,0,-0.267004,-5.97179,-705.006,-177518,188978,-1521.97,266.002,251.524,0
436,9,-0.262511,-5.23079,-705.665,1772.57,24025,-189.6,266.046,251.488,0,-0.262511,-5.23079,-705.665,-177626,189185,-1347.12,266.046,251.488,0
437,0,-0.267357,-5.3274,-705.501,1734.46,24631,-189.347,266.913,251.542,0,-0.267357,-5.3274,-705.501,-177627,189753,-1368.25,266.913,251.542,0
437,1,-0.264435,-5.5962,-705.108,1724.58,24027.9,-190.853,266.077,251.554,0,-0.264435,-5.5962,-705.108,-177549,189057,-1433.4,266.077,251.554,0
437,2,-0.289418,-9.26509,-704.992,1609.15,24077.7,-204.126,266.153,251.718,0,-0.289418,-9.26509,-704.992,-177797,189081,-2298.97,266.153,251.718,0
437,3,-0.262402,-5.26421,-704.476,1706.07,24109,-189.446,266.223,251.578,0,-0.262402,-5.26421,-704.476,-177392,188991,-1354.82,266.223,251.578,0
437,4,-0.255453,-5.05301,-704.659,1480.13,23839.7,-189.547,265.832,251.9,0,-0.255453,-5.05301,-704.659,-177655,188764,-1307.25,265.832,251.9,0
437,5,-0.258922,-4.77722,-705.355,1726.34,24070.1,-187.952,266.125,251.553,0,-0.258922,-4.77722,-705.355,-177574,189157,-1240.23,266.125,251.553,0
437,6,-0.264237,-5.22427,-707.916,1811.43,24174,-189.97,266.148,251.441,0,-0.264237,-5.22427,-707.916,-178158,189861,-1345.53,266.148,251.441,0
437,7,-0.266066,-5.20684,-705.708,1997.85,24075.8,-188.957,266.116,251.169,0,-0.266066,-5.20684,-705.708,-177411,189246,-1339.97,266.116,251.169,0
437,8,-0.260043,-5.05661,-705.355,1617.2,24164,-189.101,266.258,251.707,0,-0.260043,-5.05661,-705.355,-177695,189251,-1306.48,266.258,251.707,0
437,9,-0.25962,-4.9555,-705.034,1658.47,24125.2,-188.595,266.218,251.648,0,-0.25962,-4.9555,-705.034,-177568,189137,-1282.42,266.218,251.648,0
438,0,-0.259274,-4.8786,-704.992,1647.92,24171.6,-188.284,266.286,251.663,0,-0.259274,-4.8786,-704.992,-177564,189174,-1264.2,266.286,251.663,0
438,1,-0.252892,-4.33834,-705.191,1465.3,24195.8,-186.805,266.311,251.922,0,-0.252892,-4.33834,-705.191,-177773,189244,-1137.91,266.311,251.922,0
438,2,-0.258841,-4.68099,-705.366,1656.83,24280.2,-187.55,266.422,251.651,0,-0.258841,-4.68099,-705.366,-177642,189370,-1217.33,266.422,251.651,0
438,3,-0.260653,-4.8335,-703.118,1678.32,24336.4,-187.347,266.612,251.613,0,-0.260653,-4.8335,-703.118,-177056,188900,-1252.36,266.612,251.613,0
438,4,-0.288706,-4.74794,-705.553,3642.05,24284.4,-183.283,266.419,248.838,0,-0.288706,-4.74794,-705.553,-175707,189419,-1221.15,266.419,248.838,0
438,5,-0.260213,-4.82348,-704.491,1683.36,24276.7,-187.753,266.46,251.611,0,-0.260213,-4.82348,-704.491,-177399,189162,-1250.53,266.46,251.611,0
438,6,-0.256846,-5.38119,-705.354,1267.43,24118.7,-191.109,266.194,252.203,0,-0.256846,-5.38119,-705.354,-178059,189206,-1385.27,266.194,252.203,0
438,7,-0.259159,-4.58253,-706.514,1712.62,24303.3,-187.372,266.399,251.576,0,-0.259159,-4.58253,-706.514,-177873,189662,-1194.03,266.399,251.576,0
438,8,-0.262596,-4.48032,-706.055,1959.81,24370.6,-186.239,266.517,251.224,0,-0.262596,-4.48032,-706.055,-177505,189622,-1168.1,266.517,251.224,0
438,9,-0.256146,-4.51163,-705.955,1699.86,24007.1,-187.302,266.007,251.592,0,-0.256146,-4.51163,-705.955,-177741,189235,-1178.13,266.007,251.592,0
439,0,-0.260191,-4.59396,-706.469,1745.12,24363.7,-187.262,266.487,251.53,0,-0.260191,-4.59396,-706.469,-177830,189712,-1196.33,266.487,251.53,0
439,1,-0.256643,-4.00076,-708.459,1710.41,24516,-185.628,266.605,251.586,0,-0.256643,-4.00076,-708.459,-178343,190329,-1056.77,266.605,251.586,0
439,2,-0.259905,-4.45092,-705.972,1732.97,24482.8,-186.512,266.68,251.545,0,-0.259905,-4.45092,-705.972,-177709,189714,-1162.18,266.68,251.545,0
439,3,-0.257685,-4.31645,-706.016,1719.19,24347.7,-186.219,266.486,251.565,0,-0.257685,-4.31645,-706.016,-177728,189590,-1130.98,266.486,251.565,0
439,4,-0.260243,-4.36347,-706.023,1746.49,24580.9,-186.08,266.816,251.526,0,-0.260243,-4.36347,-706.023,-177705,189824,-1141.2,266.816,251.526,0
439,5,-0.259308,-4.29032,-707.817,1671.03,24667.7,-186.41,266.85,251.639,0,-0.259308,-4.29032,-707.817,-178232,190331,-1124.64,266.85,251.639,0
439,6,-0.258047,-4.37469,-706.799,1666.08,24439.7,-186.674,266.578,251.643,0,-0.258047,-4.37469,-706.799,-177983,189865,-1144.97,266.578,251.643,0
439,7,-0.260082,-4.31973,-706.437,1753.09,24587.2,-186.019,266.805,251.518,0,-0.260082,-4.31973,-706.437,-177801,189927,-1130.94,266.805,251.518,0
439,8,-0.257095,-4.29041,-705.962,1807.74,24127.9,-186.139,266.177,251.439,0,-0.257095,-4.29041,-705.962,-177625,189357,-1124.96,266.177,251.439,0
439,9,-0.260467,-4.26477,-706.119,1765.08,24665.1,-185.623,266.931,251.5,0,-0.260467,-4.26477,-706.119,-177706,189931,-1117.58,266.93,251.5,0
440,0,-0.258298,-4.03267,-706.308,1732.77,24661.1,-184.927,266.915,251.547,0,-0.258298,-4.03267,-706.308,-177776,189971,-1063.12,266.915,251.547,0
