Devices
1000
,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
89,4,-0.31331,0.264447,-712.361,3411.42,32481.1,-159.207,277.596,249.211,0
89,5,-0.313113,0.0315971,-711.944,3303.44,32447.3,-160.203,277.576,249.36,0
89,6,-0.314419,-0.126018,-711.719,3232.35,32605.3,-160.698,277.812,249.458,0
89,7,-0.299461,2.39134,-712.451,3472.47,32544.7,-151.435,277.68,249.126,0
89,8,-0.317075,0.132211,-705.841,3628.41,32444.7,-157.369,277.966,248.859,0
89,9,-0.313264,0.152246,-711.63,3304.44,32576.5,-159.545,277.777,249.357,0
90,0,-0.31337,0.218302,-711.678,3321.43,32618.6,-159.239,277.833,249.333,0
90,1,-0.315189,0.0734138,-711.952,3343.76,32675.7,-159.722,277.896,249.303,0
90,2,-0.318883,-0.492702,-711.486,3278.48,32753.8,-161.678,278.036,249.392,0
90,3,-0.313387,0.0770312,-687.23,3365.83,32458.4,-152.87,279.231,249.102,0
90,4,-0.319105,0.0351156,-710.777,3325.98,33179.5,-159.035,278.681,249.321,0
90,5,-0.315441,0.083034,-711.682,3307.37,32786.7,-159.578,278.069,249.353,0
90,6,-0.312222,0.778438,-714.308,3416.3,32801.1,-157.576,277.92,249.217,0
90,7,-0.321646,-0.00910412,-745.342,3489.12,33081.9,-168.733,276.385,249.319,0
90,8,-0.352842,0.121788,-711.265,5824.51,32847.3,-153.483,278.182,245.811,0
90,9,-0.316244,0.093731,-710.541,3294.35,32926.7,-159.098,278.34,249.364,0
91,0,-0.319303,-0.283658,-711.083,3311.45,32938.5,-160.547,278.322,249.343,0
91,1,-0.318244,-0.0964141,-710.907,3287,33021.7,-159.797,278.45,249.376,0
91,2,-0.3157,0.257506,-711.144,3278.56,33036.3,-158.605,278.455,249.39,0
91,3,-0.320772,0.240191,-710.677,3627.59,33010.1,-157.761,278.449,248.896,0
91,4,-0.320394,-0.375748,-711.821,3261.89,33086.3,-161.043,278.481,249.418,0
91,5,-0.318618,-0.0980309,-711.185,3268.76,33102.1,-159.839,278.545,249.404,0
91,6,-0.318837,0.0248836,-708.581,3251.01,33282.7,-158.511,278.971,249.412,0
91,7,-0.322149,0.0361024,-707.303,3364.43,33505.8,-157.612,279.371,249.243,0
91,8,-0.320135,-0.0513406,-707.937,3299.08,33289.4,-158.483,279.023,249.34,0
91,9,-0.319328,-0.0993827,-711.097,3259.93,33209.1,-159.726,278.701,249.416,0
92,0,-0.318205,0.142988,-711.517,3265.82,33275.9,-158.896,278.768,249.41,0
92,1,-0.322828,0.00119071,-711.191,3484.1,33325.3,-158.757,278.859,249.101,0
92,2,-0.323225,-0.13146,-710.639,3445.81,33328,-159.158,278.899,249.151,0
92,3,-0.324059,0.0474814,-709.085,3532.89,33437.9,-157.763,279.156,249.018,0
92,4,-0.320451,0.0536142,-710.878,3295.45,33427.2,-158.806,279.022,249.364,0
92,5,-0.319023,0.340854,-711.526,3326.33,33448.2,-157.872,279.009,249.325,0
92,6,-0.286855,-0.0393605,-711.475,977.078,33427.4,-164.625,278.983,252.627,0
92,7,-0.320983,-0.0257803,-710.744,3236.69,33534.2,-159.073,279.182,249.446,0
92,8,-0.325917,-0.0657104,-710.67,3261.32,34084.3,-158.558,279.961,249.411,0
92,9,-0.30079,3.28834,-710.992,3454.51,33578.2,-146.77,279.227,249.141,0
93,0,-0.320382,-0.0157768,-710.609,3176.66,33580.5,-159.088,279.256,249.53,0
93,1,-0.32113,0.0630962,-710.563,3273.2,33565.9,-158.587,279.239,249.394,0
93,2,-0.319907,0.271411,-711.486,3259.06,33625.5,-158.076,279.261,249.419,0
93,3,-0.322658,-0.225969,-710.193,3205.39,33625.5,-159.607,279.347,249.487,0
93,4,-0.328186,-0.113833,-710.926,3565.56,33753.3,-158.454,279.478,248.985,0
93,5,-0.327653,-0.0245287,-710.881,3587.79,33725,-158.101,279.441,248.953,0
93,6,-0.320419,0.169192,-710.576,3143.66,33818.2,-158.243,279.593,249.576,0
93,7,-0.32542,0.0203416,-710.586,3191.03,34233.4,-158.231,280.176,249.509,0
93,8,-0.320959,0.25811,-710.989,3222.12,33819.6,-157.862,279.567,249.468,0
93,9,-0.324723,0.0935885,-710.343,3364.8,33881.9,-157.872,279.698,249.263,0
94,0,-0.331049,0.030923,-711.066,3772.87,33860.4,-157.388,279.619,248.694,0
94,1,-0.322181,0.0469374,-710.758,3180.83,33860.9,-158.601,279.641,249.525,0
94,2,-0.323418,-0.00857688,-710.255,3197.49,33938.2,-158.536,279.783,249.498,0
94,3,-0.323685,0.102871,-709.936,3253.58,33969.2,-157.887,279.848,249.417,0
94,4,-0.322872,0.269381,-723.565,3170.85,34146.1,-161.165,279.192,249.618,0
94,5,-0.337742,0.26697,-711.34,4268.82,33995.1,-155.344,279.79,247.999,0
94,6,-0.320668,0.0790889,-711.08,3102.81,33843.8,-158.775,279.595,249.637,0
94,7,-0.323625,0.277082,-711.09,3266.42,34095,-157.43,279.948,249.406,0
94,8,-0.321906,0.384014,-711.329,3122.41,34245.6,-157.288,280.143,249.61,0
94,9,-0.315793,0.178116,-709.822,3154.61,33213.3,-158.611,278.791,249.556,0
95,0,-0.323369,0.10963,-709.946,3119.72,34188.9,-157.941,280.157,249.606,0
95,1,-0.322906,0.220212,-710.68,3156.98,34159.1,-157.701,280.065,249.558,0
95,2,-0.323008,0.187061,-710.131,3132.32,34189.6,-157.687,280.145,249.589,0
95,3,-0.323076,0.127193,-713.614,3121.01,34157.2,-158.95,279.865,249.626,0
95,4,-0.324917,-0.00352624,-710.453,3106.41,34307.8,-158.394,280.29,249.628,0
95,5,-0.324368,0.152357,-710.454,3154.81,34288.8,-157.747,280.263,249.559,0
95,6,-0.324529,0.0743468,-709.722,3095.75,34351.4,-157.887,280.401,249.638,0
95,7,-0.326231,-0.0260777,-710.179,3138.56,34395.2,-158.231,280.432,249.581,0
95,8,-0.324242,0.125292,-721.323,3100.05,34328.6,-161.012,279.591,249.702,0
95,9,-0.325219,0.138978,-710.505,3127.07,34438.4,-157.715,280.47,249.599,0
96,0,-0.326125,-0.0703904,-709.539,3094.75,34425.4,-158.275,280.518,249.638,0
96,1,-0.325252,0.161869,-709.864,3132.65,34454.4,-157.421,280.537,249.587,0
96,2,-0.326569,-0.0159683,-709.679,3111.45,34500.5,-158.004,280.614,249.616,0
96,3,-0.326027,0.12275,-713.26,3118.15,34538.3,-158.47,280.423,249.628,0
96,4,-0.324062,0.27299,-710.094,3132.39,34403.9,-157.144,280.45,249.589,0
96,5,-0.325248,0.369415,-710.745,3151.64,34607,-156.726,280.691,249.566,0
96,6,-0.332005,-0.63848,-709.992,3109.57,34628.3,-160.183,280.773,249.62,0
96,7,-0.32353,0.682824,-708.047,3164.44,34656.4,-154.76,280.946,249.531,0
96,8,-0.350118,-0.171485,-709.858,3212.86,37188.1,-155.541,284.388,249.474,0
96,9,-0.331677,-0.451054,-709.77,3122.59,34734.5,-159.31,280.938,249.601,0
97,0,-0.324922,0.599894,-710.892,3157.47,34766,-155.764,280.905,249.558,0
97,1,-0.320195,1.28722,-710.585,3167.45,34773.4,-153.193,280.936,249.543,0
97,2,-0.326146,0.44475,-710.615,3151.09,34793,-156.225,280.962,249.566,0
97,3,-0.327803,0.156937,-709.877,3111.08,34818.4,-157.108,281.048,249.617,0
97,4,-0.331682,-0.0627201,-709.686,3265.23,34822,-157.48,281.067,249.399,0
97,5,-0.329757,0.0802285,-709.783,3196.63,34836.5,-157.14,281.08,249.496,0
97,6,-0.331514,-0.0667284,-710.838,3186.62,34943.6,-157.874,281.158,249.517,0
97,7,-0.320395,0.614373,-711.001,2739.33,34991.6,-156.465,281.215,250.147,0
97,8,-0.331214,0.0888283,-710.292,3216.6,34992.4,-157.043,281.265,249.471,0
97,9,-0.330278,0.146114,-708.963,3195.26,34968.4,-156.536,281.323,249.493,0
98,0,-0.333036,0.044616,-709.561,3261.86,35101.3,-156.775,281.469,249.403,0
98,1,-0.334334,-0.22134,-710.423,3264.48,35016.4,-158.052,281.29,249.405,0
98,2,-0.332196,0.00982977,-710.66,3209.07,35059.3,-157.376,281.333,249.484,0
98,3,-0.332103,0.0984197,-710.251,3217.64,35113.5,-156.867,281.438,249.47,0
98,4,-0.33707,-0.533817,-710.194,3214.93,35174.5,-159.049,281.528,249.473,0
98,5,-0.335008,-0.0122927,-710.569,3330.06,35170.6,-157.034,281.496,249.314,0
98,6,-0.336703,0.0109435,-702.406,3450.89,35197.6,-154.329,282.11,249.087,0
98,7,-0.334392,-0.0559201,-710.155,3290.59,35127.1,-157.209,281.464,249.366,0
98,8,-0.335199,-0.05549,-708.6,3281.64,35251.4,-156.656,281.748,249.369,0
98,9,-0.330043,0.534648,-713.887,3209.34,35258.6,-156.208,281.39,249.504,0
99,0,-0.33446,0.108161,-710.027,3284.34,35299,-156.42,281.715,249.374,0
99,1,-0.333691,0.0841407,-710.579,3208.9,35320.2,-156.813,281.706,249.484,0
99,2,-0.337687,-0.135951,-710.206,3349.22,35365.1,-157.124,281.796,249.284,0
99,3,-0.339604,-0.255967,-709.24,3414.1,35379.7,-157.113,281.884,249.186,0
99,4,-0.335896,0.16071,-711.361,3338.81,35425.5,-156.353,281.8,249.306,0
99,5,-0.335965,0.218427,-710.077,3378.24,35415.4,-155.702,281.876,249.242,0
99,6,-0.337284,0.0411501,-711.307,3426.61,35327.2,-156.667,281.665,249.183,0
99,7,-0.338621,-0.0161891,-711.083,3406.37,35485,-156.687,281.903,249.21,0
99,8,-0.340392,-0.16928,-709.567,3437.18,35516.2,-156.7,282.053,249.156,0
99,9,-0.325853,2.35332,-711.547,3581.07,35694.1,-147.741,282.164,248.967,0
100,0,-0.339973,-0.00580134,-710.857,3444.69,35595.9,-156.381,282.075,249.154,0
100,1,-0.340413,-0.0154906,-710.213,3476.76,35583.9,-156.172,282.103,249.105,0
100,2,-0.341539,-0.127538,-710.763,3477.07,35623.5,-156.686,282.12,249.108,0
100,3,-0.341635,-0.0492215,-710.58,3522.3,35622.6,-156.251,282.132,249.043,0
100,4,-0.338524,-0.0347999,-713.797,3285.84,35678.3,-157.597,281.984,249.397,0
100,5,-0.343908,-0.208301,-694.904,3495.14,35852.8,-152.188,283.594,248.97,0
100,6,-0.349047,-0.193522,-690.346,3983.52,35608.9,-149.979,283.581,248.23,0
100,7,-0.344293,-0.106604,-711.727,3614.07,35734.3,-156.453,282.208,248.922,0
100,8,-0.341645,0.106958,-708.57,3529.15,35758.8,-154.964,282.466,249.019,0
100,9,-0.343833,-0.0495918,-711.13,3634.75,35689.8,-156.08,282.187,248.889,0
101,0,-0.341836,0.0843528,-710.81,3602.56,35618.5,-155.66,282.11,248.932,0
101,1,-0.350787,-0.101521,-710.895,4029.71,35785.6,-155.191,282.339,248.332,0
101,2,-0.346528,-0.138755,-710.399,3687.78,35854.6,-155.895,282.471,248.809,0
101,3,-0.350643,-0.636534,-710.205,3727.62,35849.5,-157.53,282.478,248.751,0
101,4,-0.347299,-0.261766,-710.765,3664.22,35884.3,-156.461,282.487,248.845,0
101,5,-0.349471,-0.217355,-711.269,3801.81,35941.9,-156.069,282.532,248.655,0
101,6,-0.344966,-0.120356,-710.682,3525.94,35977.5,-156.151,282.624,249.039,0
101,7,-0.346283,-0.120376,-711.917,3633.31,35940.3,-156.295,282.484,248.896,0
101,8,-0.321422,4.17078,-711.769,4003.86,35995.3,-140.03,282.572,248.375,0
101,9,-0.335165,-0.201925,-710.046,2905.59,35823,-157.848,282.452,249.908,0
102,0,-0.349984,-0.194392,-709.989,3807.6,36020.6,-155.527,282.734,248.637,0
102,1,-0.350213,-0.150854,-710.083,3814.41,36076.9,-155.323,282.807,248.628,0
102,2,-0.352022,-0.252262,-710.908,3848.07,36150.2,-155.765,282.851,248.587,0
102,3,-0.344597,0.834507,-710.882,3893.18,36111.7,-151.816,282.798,248.523,0
102,4,-0.354931,-0.339042,-708.481,3914.9,36322.1,-155.051,283.268,248.474,0
102,5,-0.302492,-0.434099,-709.741,373.393,36221.4,-163.978,283.035,253.474,0
102,6,-0.354951,-0.384953,-710.494,3931.64,36246.4,-155.828,283.016,248.466,0
102,7,-0.360462,-1.43927,-712.944,3877.93,36080.2,-160.585,282.607,248.561,0
102,8,-0.34944,-0.188691,-691.321,3864.09,35888.4,-150.218,283.913,248.411,0
102,9,-0.352078,-0.261711,-711.041,3898.51,36052.7,-155.824,282.704,248.517,0
103,0,-0.35698,-0.552802,-711.044,3943.86,36328,-156.469,283.091,248.453,0
103,1,-0.356997,-0.43137,-710.545,3954.01,36423.8,-155.769,283.262,248.435,0
103,2,-0.356622,-0.404654,-707.381,3954.4,36406.2,-154.794,283.466,248.41,0
103,3,-0.357535,-0.442633,-710.728,3976.99,36438.5,-155.793,283.269,248.404,0
103,4,-0.36122,-0.473366,-710.86,4213.7,36433.7,-155.403,283.253,248.072,0
103,5,-0.359021,-0.431826,-711.004,4052.46,36495.4,-155.6,283.329,248.3,0
103,6,-0.36022,-0.501619,-712.565,4050.35,36585.7,-156.202,283.344,248.316,0
103,7,-0.375572,-3.00414,-711.367,3921.96,36499.6,-165.178,283.309,248.487,0
103,8,-0.359186,-0.503001,-719.861,3926.21,36671.8,-158.472,282.943,248.546,0
103,9,-0.384063,-0.55892,-711.016,5652.79,36556,-152.322,283.414,246.05,0
104,0,-0.362193,-0.555362,-711.052,4113.61,36672.7,-155.727,283.575,248.215,0
104,1,-0.36227,-0.577498,-711.234,4117.3,36654.8,-155.868,283.537,248.211,0
104,2,-0.362665,-0.422509,-711.375,4189.42,36711,-155.13,283.606,248.111,0
104,3,-0.36414,-0.681511,-706.144,4168.27,36713.3,-154.616,283.991,248.097,0
104,4,-0.332426,-0.643155,-711.409,2112.17,36568.3,-160.843,283.403,251.031,0
104,5,-0.320634,-0.645406,-710.98,1170.82,36840,-162.602,283.816,252.353,0
104,6,-0.365201,-0.547652,-712.433,4213.29,36874,-155.65,283.758,248.086,0
104,7,-0.386373,-3.52633,-711.409,4210.12,36858.5,-166.014,283.811,248.082,0
104,8,-0.365605,-0.589477,-711.375,4248.4,36823,-155.473,283.763,248.028,0
104,9,-0.367453,-0.746253,-711.696,4247.1,36917.7,-156.026,283.873,248.032,0
105,0,-0.369012,-0.79085,-711.33,4283,37009.4,-155.903,284.029,247.979,0
105,1,-0.367287,-0.546499,-711.105,4293.06,36994.3,-154.96,284.024,247.963,0
105,2,-0.368371,-0.711819,-710.277,4281.4,37005.1,-155.33,284.1,247.972,0
105,3,-0.369069,-0.602192,-711.425,4361.06,37042.1,-155.043,284.067,247.87,0
105,4,-0.371104,-0.858354,-711.789,4346.07,37095.2,-156.039,284.115,247.894,0
105,5,-0.377095,-0.84337,-711.718,4424.77,37729,-155.116,285.011,247.783,0
105,6,-0.369784,-0.572641,-711.618,4307.52,37262.3,-154.883,284.363,247.947,0
105,7,-0.37805,-0.948878,-708.797,4784.93,37077.1,-154.525,284.31,247.249,0
105,8,-0.368902,-1.05957,-711.258,4418.3,36491.2,-157.078,283.305,247.788,0
105,9,-0.371225,-0.558637,-711.246,4447.66,37195,-154.477,284.296,247.747,0
106,0,-0.373039,-0.737411,-711.658,4445.35,37266.8,-155.161,284.366,247.754,0
106,1,-0.373603,-0.858817,-711.06,4421.54,37273.9,-155.472,284.42,247.782,0
106,2,-0.376374,-0.980435,-712.109,4556.59,37259.2,-155.909,284.322,247.601,0
106,3,-0.376929,-1.10384,-711.196,4463.34,37395.8,-156.16,284.582,247.724,0
106,4,-0.375812,-0.925761,-711.198,4493.89,37358.3,-155.495,284.529,247.681,0
106,5,-0.376619,-0.969834,-711.105,4520.11,37371.8,-155.551,284.555,247.644,0
106,6,-0.373348,-0.672338,-711.343,4430.03,37396.1,-154.738,284.571,247.772,0
106,7,-0.37678,-0.882277,-711.293,4533.54,37447.1,-155.182,284.647,247.626,0
106,8,-0.380592,-1.43641,-711.51,4529.07,37434.5,-157.245,284.613,247.635,0
106,9,-0.380621,-1.08092,-711.105,4660.92,37516.1,-155.472,284.758,247.446,0
107,0,-0.379332,-1.07033,-710.877,4581.96,37510.8,-155.557,284.767,247.555,0
107,1,-0.381078,-1.06111,-710.928,4615.92,37678.8,-155.283,284.999,247.507,0
107,2,-0.380718,-1.12691,-710.879,4594.15,37613.4,-155.623,284.911,247.537,0
107,3,-0.3793,-0.927164,-711.203,4616.32,37572.5,-154.994,284.83,247.509,0
107,4,-0.381603,-1.32801,-711.976,4562.57,37599.5,-156.739,284.81,247.592,0
107,5,-0.381676,-1.18485,-712.301,4601.63,37665.9,-156.161,284.879,247.54,0
107,6,-0.375829,-1.23203,-711.254,4193.38,37648.9,-156.986,284.933,248.104,0
107,7,-0.378301,-1.14138,-710.703,4374.69,37706.7,-156.03,285.055,247.845,0
107,8,-0.354288,-1.00471,-710.763,4660.14,34207.3,-158.597,280.128,247.443,0
107,9,-0.385306,-1.56091,-711.516,4632.8,37728.2,-157.143,285.025,247.489,0
108,0,-0.385013,-1.21716,-711.477,4740.86,37802.1,-155.579,285.132,247.337,0
108,1,-0.384315,-1.18514,-711.892,4700.36,37817.8,-155.659,285.123,247.397,0
108,2,-0.385461,-1.26301,-711.571,4706.73,37881.9,-155.763,285.237,247.385,0
108,3,-0.384861,-1.43393,-711.186,4786.11,37497.7,-156.487,284.726,247.27,0
108,4,-0.385574,-1.16313,-711.528,4748.37,37909.5,-155.27,285.279,247.327,0
108,5,-0.385564,-1.05158,-711.711,4813.6,37886.6,-154.798,285.233,247.237,0
108,6,-0.400184,-1.28645,-712.01,5676.63,37908.8,-153.718,285.242,246.027,0
108,7,-0.386196,-1.24279,-712.216,4717.53,37973.1,-155.753,285.317,247.376,0
108,8,-0.388851,-1.35262,-711.801,4815.82,38027.2,-155.745,285.424,247.234,0
108,9,-0.393858,-2.25133,-711.832,4713.07,38037.8,-159.185,285.437,247.379,0
109,0,-0.400509,-1.43318,-711.693,5554.53,38047.9,-154.285,285.461,246.195,0
109,1,-0.388412,-1.29515,-711.203,4850.4,37959.3,-155.362,285.373,247.18,0
109,2,-0.390502,-1.37473,-711.527,4875.93,38105.2,-155.526,285.554,247.147,0
109,3,-0.390433,-1.33159,-712.034,4873.35,38139.9,-155.485,285.565,247.156,0
109,4,-0.391836,-1.64373,-712.809,4809.23,38152.9,-156.952,285.525,247.253,0
109,5,-0.39368,-1.65553,-712.171,4846.78,38308.8,-156.563,285.792,247.194,0
109,6,-0.390245,-1.45479,-711.257,4756.53,38225.8,-155.881,285.744,247.313,0
109,7,-0.391646,-1.37543,-711.392,4904.38,38197.9,-155.327,285.695,247.106,0
109,8,-0.394351,-1.6536,-711.984,4925.82,38247.1,-156.386,285.719,247.082,0
109,9,-0.396521,-1.71947,-711.845,5016.63,38293,-156.325,285.794,246.953,0
110,0,-0.394711,-1.54455,-712.631,4954.33,38338.2,-156.019,285.798,247.048,0
110,1,-0.387066,-1.77174,-712.042,4342.6,38309.9,-158.096,285.803,247.901,0
110,2,-0.396942,-1.70947,-711.939,5012.78,38363.4,-156.251,285.886,246.959,0
110,3,-0.396175,-1.66482,-711.299,4977.24,38374.8,-155.979,285.95,247.003,0
110,4,-0.394747,-1.44306,-710.846,4972.57,38405.4,-155.038,286.028,247.005,0
110,5,-0.378128,-1.6137,-711.742,3738.59,38454.9,-158.679,286.029,248.747,0
110,6,-0.397095,-1.58876,-711.945,5027.7,38465.9,-155.679,286.029,246.938,0
110,7,-0.397894,-1.7216,-712.033,5026.75,38447.7,-156.2,285.997,246.94,0
110,8,-0.40086,-1.96612,-712.716,5086.9,38487.8,-157.086,286.002,246.863,0
110,9,-0.396784,-0.820684,-712.091,5377.11,38469.4,-152.175,286.023,246.449,0
111,0,-0.399855,-1.62266,-711.307,5101.82,38649.7,-155.255,286.336,246.828,0
111,1,-0.400222,-1.68793,-711.805,5149.96,38544.3,-155.631,286.15,246.765,0
111,2,-0.400135,-1.59939,-711.671,5167.82,38581,-155.197,286.212,246.738,0
111,3,-0.40087,-1.66614,-712.355,5197.7,38555.7,-155.587,286.124,246.704,0
111,4,-0.397546,-0.791061,-710.821,5272.52,38795.7,-151.604,286.579,246.583,0
111,5,-0.403303,-1.82105,-711.164,5219.71,38686.2,-155.614,286.398,246.66,0
111,6,-0.402959,-1.74306,-711.393,5250.84,38654.3,-155.363,286.336,246.619,0
111,7,-0.404341,-1.83162,-711.072,5275.35,38704.3,-155.479,286.431,246.581,0
111,8,-0.403005,-1.65517,-711.717,5273.47,38697.5,-155.044,286.372,246.591,0
111,9,-0.397641,-0.935266,-712.555,5289.34,38639.6,-152.737,286.227,246.577,0
112,0,-0.407856,-1.97977,-711.994,5308.04,38955.4,-155.929,286.713,246.545,0
112,1,-0.408032,-2.14198,-711.386,5351.37,38747.7,-156.455,286.468,246.478,0
112,2,-0.407667,-1.97553,-710.978,5381.83,38797.1,-155.623,286.569,246.43,0
112,3,-0.407,-1.88648,-710.796,5385.45,38786.9,-155.256,286.568,246.423,0
112,4,-0.408588,-1.92754,-710.788,5537.08,38665.2,-155.181,286.398,246.21,0
112,5,-0.407872,-1.95301,-711.755,5438.58,38734.7,-155.699,286.421,246.359,0
112,6,-0.410244,-2.12068,-712.121,5464.87,38834.3,-156.236,286.533,246.326,0
112,7,-0.409982,-2.0424,-711.298,5468.15,38868.1,-155.68,286.644,246.312,0
112,8,-0.412793,-2.3198,-711.294,5494.22,38924.3,-156.55,286.723,246.276,0
112,9,-0.414306,-2.29907,-710.979,5519.26,39090.8,-156.153,286.982,246.237,0
113,0,-0.411689,-2.02001,-711.208,5558.11,38937.5,-155.295,286.748,246.185,0
113,1,-0.412488,-2.06472,-711.482,5579.74,38957.2,-155.462,286.755,246.158,0
113,2,-0.413182,-2.12144,-711.941,5573.06,39005.8,-155.759,286.788,246.172,0
113,3,-0.41506,-2.3412,-711.567,5624.18,38948.3,-156.38,286.736,246.096,0
113,4,-0.416608,-2.23005,-711.752,5750.51,39009.3,-155.682,286.807,245.921,0
113,5,-0.41361,-2.0868,-711.208,5616.39,39012,-155.321,286.853,246.103,0
113,6,-0.414249,-2.21095,-711.987,5569.67,39066.7,-156.035,286.87,246.177,0
113,7,-0.415839,-2.1661,-712.125,5679.1,39104.2,-155.623,286.912,246.025,0
113,8,-0.416927,-2.27628,-711.801,5697.79,39107.6,-155.878,286.942,245.995,0
113,9,-0.413556,-2.077,-712.034,5612.34,39020,-155.521,286.801,246.118,0
114,0,-0.417117,-2.2417,-711.525,5745.66,39073.7,-155.602,286.915,245.925,0
114,1,-0.417407,-2.23102,-711.389,5746.33,39119.8,-155.475,286.991,245.922,0
114,2,-0.418794,-2.29838,-711.984,5785.85,39159.4,-155.752,287,245.874,0
114,3,-0.417838,-2.188,-712.125,5771.84,39164.6,-155.425,286.997,245.895,0
114,4,-0.424375,-2.1887,-712.384,5753.25,40038.1,-154.622,288.203,245.924,0
114,5,-0.418437,-2.35428,-712.121,5741.47,39146.2,-156.106,286.971,245.938,0
114,6,-0.417023,-2.05377,-711.622,5795.87,39139.1,-154.775,287,245.855,0
114,7,-0.423375,-2.72014,-712.527,5857.37,39222.5,-157.181,287.047,245.779,0
114,8,-0.418966,-2.3544,-711.939,5755.65,39187.4,-155.979,287.043,245.916,0
114,9,-0.418456,-2.18683,-711.345,5804.51,39184.7,-155.103,287.085,245.84,0
115,0,-0.420768,-2.17818,-712.86,5903.78,39297.8,-155.155,287.127,245.718,0
115,1,-0.419994,-2.12125,-712.218,5905.76,39248.5,-154.817,287.107,245.708,0
115,2,-0.418404,-1.84559,-712.547,5898.99,39310.3,-153.877,287.169,245.721,0
115,3,-0.423195,-2.45049,-709.965,5947.76,39281.5,-155.221,287.329,245.622,0
115,4,-0.423481,-2.4743,-711.156,5951.7,39286.3,-155.631,287.243,245.631,0
115,5,-0.424015,-2.51846,-711.338,5973.15,39273.1,-155.804,287.21,245.603,0
115,6,-0.423073,-2.27719,-712.126,5969.94,39378.7,-155.063,287.297,245.617,0
115,7,-0.422307,-2.26535,-712.033,5956.09,39317.7,-155.09,287.219,245.635,0
115,8,-0.376645,5.00305,-713.415,6325.47,39441.6,-128.565,287.286,245.134,0
115,9,-0.439917,-2.58615,-712.588,6078.18,41050.5,-154.284,289.608,245.47,0
116,0,-0.424566,-2.43088,-711.891,6019.25,39335.7,-155.477,287.255,245.545,0
116,1,-0.424787,-2.44133,-711.478,6028.08,39338.7,-155.374,287.292,245.527,0
116,2,-0.426414,-2.58558,-712.116,6073.46,39327.3,-155.978,287.226,245.471,0
116,3,-0.424577,-2.3301,-711.662,6074.68,39325.2,-154.936,287.258,245.464,0
116,4,-0.426473,-2.46512,-712.305,6083.72,39425.9,-155.474,287.35,245.459,0
116,5,-0.428057,-2.59741,-712.118,6124.86,39429.8,-155.794,287.37,245.399,0
116,6,-0.432194,-3.32912,-712.058,6056.93,39416.4,-158.559,287.356,245.494,0
116,7,-0.428315,-2.55183,-711.613,6168.62,39422.9,-155.395,287.399,245.332,0
116,8,-0.427218,-2.5384,-711.699,6191.6,39250.6,-155.501,287.151,245.3,0
116,9,-0.426939,-2.36431,-711.985,6157.93,39438.3,-154.84,287.392,245.351,0
117,0,-0.426203,-2.31934,-711.801,6150.23,39400.2,-154.685,287.353,245.36,0
117,1,-0.429527,-2.61919,-712.3,6203.42,39449,-155.723,287.383,245.291,0
117,2,-0.430495,-2.75099,-711.883,6221.01,39419.4,-156.066,287.373,245.261,0
117,3,-0.4296,-2.55149,-711.385,6229.52,39473.1,-155.136,287.488,245.243,0
117,4,-0.429057,-2.47279,-711.566,6269.78,39399,-154.893,287.369,245.189,0
117,5,-0.430371,-2.47353,-713.351,6377.21,39359.3,-155.198,287.175,245.06,0
117,6,-0.430698,-2.52788,-710.742,6305.16,39493.6,-154.675,287.567,245.129,0
117,7,-0.428664,-2.34049,-711.525,6275.61,39459.3,-154.332,287.457,245.18,0
117,8,-0.395639,-2.62324,-711.618,3861.01,39541.9,-160.82,287.566,248.574,0
117,9,-0.431792,-2.7722,-711.104,6271.59,39472,-155.749,287.508,245.18,0
118,0,-0.433519,-2.93754,-711.099,6320.57,39448.7,-156.25,287.476,245.112,0
118,1,-0.431273,-2.53907,-711.2,6342.07,39486,-154.768,287.52,245.083,0
118,2,-0.432071,-2.64993,-711.243,6342.13,39486.3,-155.175,287.517,245.083,0
118,3,-0.427243,-2.56585,-711.593,6342.76,38941.8,-155.548,286.725,245.087,0
118,4,-0.432883,-2.80513,-711.514,6335.56,39459.5,-155.85,287.459,245.096,0
118,5,-0.432631,-2.78231,-710.416,6308.53,39501.8,-155.474,287.604,245.12,0
118,6,-0.432956,-2.67211,-711.335,6378.68,39509.9,-155.172,287.543,245.033,0
118,7,-0.412634,0.633354,-710.479,6614.29,39498,-142.604,287.594,244.69,0
118,8,-0.434162,-2.64861,-710.647,6454.37,39544.1,-154.683,287.645,244.918,0
118,9,-0.430906,-2.47177,-710.513,6344.8,39497.1,-154.315,287.59,245.07,0
119,0,-0.433029,-2.58228,-710.648,6419.71,39525.5,-154.546,287.619,244.966,0
119,1,-0.435915,-2.88997,-716.513,6431.65,39577.6,-157.226,287.237,245.024,0
119,2,-0.431744,-2.80702,-711.016,6209.89,39551.2,-155.906,287.626,245.266,0
119,3,-0.435043,-2.59347,-711.06,6522.27,39578.2,-154.412,287.661,244.827,0
119,4,-0.433945,-2.56111,-711.337,6467.63,39570.2,-154.509,287.628,244.908,0
119,5,-0.429603,-1.64129,-711.493,6585.7,39634.9,-150.931,287.707,244.744,0
119,6,-0.43421,-2.59551,-712.025,6461.73,39582.3,-154.827,287.591,244.925,0
